# airline	from	to	codeshare	stops	equipment
# Date: 2009-12-07
DL	GPT	MEM	*	0	CRJ
DL	GRB	DTW	*	0	CRJ D9S D95 CR9 E75
DL	GRB	MSP	*	0	CR9 D95 CRJ D9S
DL	GRK	ATL	*	0	CRJ
DL	GRR	ATL	*	0	CRJ
DL	GRR	CVG	*	0	ERJ CRJ ER4
DL	GRR	DCA	*	0	CRJ
DL	GRR	DTW	*	0	E75 D95 CRJ CR9 D9S
DL	GRR	LGA	*	0	ERJ
DL	GRR	MEM	*	0	CRJ
DL	GRR	MSP	*	0	D95 E75 D9S CRJ CR9
DL	GRU	ATL		0	764
DL	GRU	JFK		0	767
DL	GSO	ATL	*	0	CR7 CRJ
DL	GSO	CVG	*	0	CRJ ERJ
DL	GSO	DTW	*	0	CRJ
DL	GSO	MEM	*	0	CRJ
DL	GSP	ATL	*	0	CRJ CR9 CR7
DL	GSP	CVG	*	0	CRJ ERJ
DL	GSP	DTW	*	0	CRJ
DL	GSP	LGA	*	0	ERJ
DL	GTF	MSP	*	0	E75
DL	GTF	SLC	*	0	CRJ
DL	GTR	ATL	*	0	CRJ
DL	GTR	MEM	*	0	SF3
DL	GUA	ATL		0	767
DL	GUA	LAX		0	757
DL	GUM	NRT	*	0	757 767
DL	HIB	MSP	*	0	SF3
DL	HIB	TVF	*	0	SF3
DL	HKG	NRT	*	0	333
DL	HLN	MSP	*	0	CR9
DL	HLN	SLC	*	0	CRJ
DL	HMO	LAX	*	0	ERJ
DL	HMO	PHX	*	0	737
DL	HNL	ATL	*	0	333
DL	HNL	ICN	*	0	744
DL	HNL	KIX	*	0	333
DL	HNL	LAX		0	757 763
DL	HNL	LAX	*	0	753
DL	HNL	MSP	*	0	333
DL	HNL	NRT	*	0	744 333
DL	HNL	PDX	*	0	757
DL	HNL	SEA	*	0	753
DL	HNL	SFO	*	0	757
DL	HNL	SLC		0	763
DL	HNL	TPE	*	0	343
DL	HOU	ATL	*	0	CR9 E75
DL	HPN	ATL	*	0	CR9 E75 CRJ
DL	HPN	DTW	*	0	CRJ
DL	HSV	ATL		0	M88
DL	HSV	ATL	*	0	CR7 CRJ CR9
DL	HSV	CVG	*	0	CRJ
DL	HSV	DCA	*	0	CRJ
DL	HSV	DTW	*	0	CRJ
DL	HSV	MEM	*	0	CRJ
DL	HTS	CVG	*	0	ER4
DL	IAD	AMS	*	0	332
DL	IAD	ATL		0	M88 73H
DL	IAD	ATL	*	0	CR7 CR9
DL	IAD	BOG	*	0	319
DL	IAD	CDG	*	0	772
DL	IAD	CUN		0	M88
DL	IAD	CVG	*	0	ER4
DL	IAD	DTW	*	0	E75 CRJ
DL	IAD	ICN	*	0	772
DL	IAD	JFK	*	0	CRJ
DL	IAD	MSP	*	0	E75
DL	IAD	SLC		0	73H
DL	IAH	AMS	*	0	74M 737
DL	IAH	ATL		0	M88
DL	IAH	ATL	*	0	CR9 E75
DL	IAH	CDG	*	0	772 77W
DL	IAH	CVG	*	0	CRJ
DL	IAH	DTW	*	0	D9S CR9 D95
DL	IAH	JFK	*	0	CR9
DL	IAH	MEM	*	0	CRJ
DL	IAH	MEX	*	0	EMJ 737
DL	IAH	MSP	*	0	320 D9S CR9 D95
DL	IAH	SLC	*	0	CR9
DL	ICN	ATL	*	0	744
DL	ICN	DFW	*	0	772
DL	ICN	HNL	*	0	744
DL	ICN	IAD	*	0	772
DL	ICN	JFK	*	0	77W 744
DL	ICN	LAS	*	0	772
DL	ICN	LAX	*	0	744 772 77W
DL	ICN	ORD	*	0	744
DL	ICN	SEA	*	0	772
DL	ICN	SFO	*	0	772
DL	ICT	ATL	*	0	CR7
DL	ICT	MEM	*	0	CRJ
DL	ICT	MSP	*	0	CRJ
DL	IDA	SLC	*	0	CRJ
DL	ILM	ATL	*	0	CRJ
DL	IMT	ESC	*	0	SF3
DL	IMT	MSP	*	0	SF3
DL	IND	ATL		0	M90 M88
DL	IND	ATL	*	0	E75 CR9
DL	IND	BOS	*	0	CRJ
DL	IND	CVG	*	0	CRJ ERJ ER4
DL	IND	DCA	*	0	CRJ
DL	IND	DTW	*	0	320 D95 CRJ D9S E75 CR9
DL	IND	JFK	*	0	CRJ
DL	IND	LAS	*	0	319
DL	IND	LAX	*	0	319
DL	IND	LGA	*	0	CRJ E75 ERJ
DL	IND	MEM	*	0	CRJ
DL	IND	MSP	*	0	319 CR9 CRJ D95 D9S
DL	IND	RDU	*	0	CRJ
DL	IND	SLC		0	M90 73H
DL	INL	MSP	*	0	SF3
DL	IST	JFK		0	767
DL	ITH	DTW	*	0	CRJ
DL	JAC	SLC	*	0	CR7
DL	JAN	ATL		0	M88
DL	JAN	ATL	*	0	CRJ CR7 CR9
DL	JAN	DCA	*	0	CRJ
DL	JAN	DTW	*	0	CRJ
DL	JAN	MEM	*	0	CRJ
DL	JAX	ATL		0	757 M88 738
DL	JAX	CVG	*	0	CR7
DL	JAX	DTW	*	0	D9S CR9 D95
DL	JAX	LGA	*	0	CR9
DL	JAX	MEM	*	0	CRJ E75
DL	JAX	MSP	*	0	E75
DL	JFK	ACC		0	767
DL	JFK	ALB	*	0	CRJ
DL	JFK	AMM		0	767
DL	JFK	AMS	*	0	777 74M 77W
DL	JFK	ANC	*	0	744
DL	JFK	ANU		0	73H
DL	JFK	ATH		0	767
DL	JFK	ATL		0	757 752 M88 767 777
DL	JFK	AUA		0	757
DL	JFK	BCN		0	767
DL	JFK	BDL	*	0	CRJ
DL	JFK	BGR	*	0	CRJ
DL	JFK	BNA	*	0	CRJ
DL	JFK	BOG		0	757
DL	JFK	BOG	*	0	330 319
DL	JFK	BOS		0	73H 738 M88
DL	JFK	BOS	*	0	CR9
DL	JFK	BRU		0	767
DL	JFK	BTV	*	0	CRJ
DL	JFK	BUD		0	767
DL	JFK	BUF	*	0	CRJ
DL	JFK	BWI	*	0	ERJ CRJ
DL	JFK	CAI		0	767
DL	JFK	CDG	*	0	772 388 343 77W
DL	JFK	CLE	*	0	CRJ
DL	JFK	CLT	*	0	CRJ
DL	JFK	CMH	*	0	CRJ ERJ
DL	JFK	CMN	*	0	763
DL	JFK	CVG	*	0	CR9 CRJ
DL	JFK	DCA	*	0	CRJ CR9 CR7
DL	JFK	DEN		0	738
DL	JFK	DFW	*	0	CR9
DL	JFK	DKR		0	752
DL	JFK	DTW	*	0	CRJ D95 320 D9S 319 E75
DL	JFK	DUB		0	767
DL	JFK	FCO		0	767
DL	JFK	FCO	*	0	772 764
DL	JFK	FLL		0	M88
DL	JFK	FRA		0	767
DL	JFK	GEO		0	752
DL	JFK	GRU		0	767
DL	JFK	IAD	*	0	CRJ
DL	JFK	IAH	*	0	CR9
DL	JFK	ICN	*	0	744 77W
DL	JFK	IND	*	0	CRJ
DL	JFK	IST		0	767
DL	JFK	KIN		0	757
DL	JFK	LAS		0	757 73H 752
DL	JFK	LAX		0	752 767
DL	JFK	LHR		0	764
DL	JFK	MAD		0	767
DL	JFK	MAN		0	752
DL	JFK	MBJ		0	752
DL	JFK	MCI	*	0	CR9
DL	JFK	MCO		0	M88
DL	JFK	MDE	*	0	319
DL	JFK	MEM	*	0	E75
DL	JFK	MEX		0	752 73H
DL	JFK	MEX	*	0	763 738 762
DL	JFK	MIA		0	M88
DL	JFK	MKE	*	0	CRJ
DL	JFK	MSP	*	0	319 E75
DL	JFK	MXP		0	767
DL	JFK	MXP	*	0	764
DL	JFK	NCE		0	767
DL	JFK	NRT	*	0	777
DL	JFK	ORD	*	0	CR9 CR7
DL	JFK	ORF	*	0	CRJ ERJ
DL	JFK	PAP		0	73H 757 752
DL	JFK	PDX		0	73H 757
DL	JFK	PHL	*	0	CRJ
DL	JFK	PHX		0	752 73H
DL	JFK	PIT	*	0	CRJ
DL	JFK	POS		0	752
DL	JFK	PRG		0	767
DL	JFK	PUJ		0	73H
DL	JFK	PWM	*	0	CRJ
DL	JFK	RDU	*	0	CRJ
DL	JFK	RIC	*	0	CRJ
DL	JFK	ROC	*	0	CRJ
DL	JFK	SAN		0	73H
DL	JFK	SDQ		0	73H
DL	JFK	SEA		0	73H 752
DL	JFK	SFO		0	752
DL	JFK	SJU		0	738
DL	JFK	SLC		0	73H 757 752
DL	JFK	STI		0	73H
DL	JFK	STL	*	0	CR7
DL	JFK	STT		0	757 752
DL	JFK	SVO		0	767
DL	JFK	SYR	*	0	CRJ
DL	JFK	TLV		0	767
DL	JFK	TPA		0	M88
DL	JFK	TXL		0	767
DL	JFK	VCE		0	767
DL	JFK	YUL	*	0	CRJ
DL	JFK	YYZ	*	0	CRJ
DL	JMS	DVL	*	0	SF3
DL	JMS	MSP	*	0	SF3
DL	JNB	ATL		0	77L
DL	JRO	DAR	*	0	777
DL	KIN	ATL		0	738
DL	KIN	ATL	*	0	CR9
DL	KIN	JFK		0	757
DL	KIX	HNL	*	0	333
DL	KOA	LAX		0	757
DL	KWI	BAH	*	0	332
DL	LAN	DTW	*	0	CRJ
DL	LAS	ATL		0	767 757 763
DL	LAS	CVG		0	73H 738
DL	LAS	DTW	*	0	320 757
DL	LAS	IND	*	0	319
DL	LAS	JFK		0	757 752
DL	LAS	LAX	*	0	320 772
DL	LAS	MEM	*	0	320
DL	LAS	MEX	*	0	762 763
DL	LAS	MSP	*	0	757 753 320
DL	LAS	MTY	*	0	737 738
DL	LAS	PDX	*	0	73G 73H
DL	LAS	SLC		0	738 M90 73H 757
DL	LAS	SLC	*	0	CR7 CRJ
DL	LAX	AMS	*	0	74M 747
DL	LAX	ATL		0	763 77L 757 767 73H
DL	LAX	BJX	*	0	EMJ
DL	LAX	BOG	*	0	762
DL	LAX	CAN	*	0	772
DL	LAX	CDG	*	0	772 77W
DL	LAX	CUN		0	73H
DL	LAX	CVG		0	738 73H
DL	LAX	DCA	*	0	73H
DL	LAX	DTW	*	0	320 319 753 757
DL	LAX	FLL		0	73H
DL	LAX	GDL		0	73H
DL	LAX	GDL	*	0	737 738
DL	LAX	GUA		0	757
DL	LAX	HMO	*	0	ERJ
DL	LAX	HNL		0	763 757
DL	LAX	HNL	*	0	753
DL	LAX	ICN	*	0	77W 744 772
DL	LAX	IND	*	0	319
DL	LAX	JFK		0	752 767
DL	LAX	KOA		0	757
DL	LAX	LAS	*	0	320
DL	LAX	LIH		0	757
DL	LAX	MCO		0	73H 757
DL	LAX	MEM	*	0	320
DL	LAX	MEX	*	0	737 738
DL	LAX	MFR	*	0	DH4
DL	LAX	MSP	*	0	753 757 320
DL	LAX	MSY		0	73H
DL	LAX	NRT	*	0	744
DL	LAX	OGG		0	763
DL	LAX	PDX	*	0	73G 734 73H
DL	LAX	PPT	*	0	772
DL	LAX	PVR		0	73H
DL	LAX	SEA	*	0	73H
DL	LAX	SLC		0	73H 757 M90
DL	LAX	SLC	*	0	CRJ CR9 CR7
DL	LAX	SYD		0	77L
DL	LAX	TPA	*	0	320
DL	LAX	TPE	*	0	744
DL	LAX	YVR	*	0	734
DL	LBB	MEM	*	0	CRJ
DL	LEX	ATL	*	0	CR7 CRJ
DL	LEX	CVG	*	0	ER4 ERJ CRJ
DL	LEX	DCA	*	0	CRJ
DL	LEX	DTW	*	0	CRJ SF3
DL	LEX	LGA	*	0	ERJ
DL	LEX	MEM	*	0	SF3
DL	LFT	ATL	*	0	CRJ
DL	LFT	MEM	*	0	CRJ
DL	LGA	ATL		0	757 M88
DL	LGA	AVL	*	0	ERJ
DL	LGA	BHM	*	0	CRJ
DL	LGA	BOS		0	M88
DL	LGA	BOS	*	0	E75
DL	LGA	CAE	*	0	ERJ
DL	LGA	CHS	*	0	ERJ CRJ
DL	LGA	CMH	*	0	ERJ CRJ
DL	LGA	CVG		0	M88
DL	LGA	CVG	*	0	CR7 CRJ CR9 E75
DL	LGA	DCA	*	0	E75
DL	LGA	DSM	*	0	CR9
DL	LGA	DTW	*	0	320 D9S 319
DL	LGA	FLL		0	M88
DL	LGA	GRR	*	0	ERJ
DL	LGA	GSP	*	0	ERJ
DL	LGA	IND	*	0	ERJ CRJ E75
DL	LGA	JAX	*	0	CR9
DL	LGA	LEX	*	0	ERJ
DL	LGA	MCI	*	0	CR9
DL	LGA	MCO		0	M88
DL	LGA	MDW	*	0	E75
DL	LGA	MEM	*	0	320 319
DL	LGA	MSN	*	0	CRJ
DL	LGA	MSP	*	0	319 320
DL	LGA	MSY	*	0	319
DL	LGA	NAS	*	0	319
DL	LGA	OMA	*	0	CR9
DL	LGA	PBI	*	0	319
DL	LGA	RDU	*	0	CRJ CR9 ERJ
DL	LGA	RSW	*	0	319
DL	LGA	SAV	*	0	CRJ ERJ
DL	LGA	TPA	*	0	319
DL	LGA	TYS	*	0	CRJ
DL	LGB	PDX	*	0	CR7
DL	LGB	SLC	*	0	CRJ CR9 CR7
DL	LGW	ATL		0	764
DL	LHR	ATL		0	764
DL	LHR	JFK		0	764
DL	LIH	LAX		0	757
DL	LIM	ATL		0	777
DL	LIR	ATL		0	738
DL	LIT	ATL	*	0	CR7 CRJ CR9
DL	LIT	CVG	*	0	ER4
DL	LIT	DTW	*	0	CRJ
DL	LIT	MEM	*	0	E75 CRJ D95
DL	LNK	MSP	*	0	CRJ
DL	LOS	ATL		0	777
DL	LSE	DTW	*	0	CRJ
DL	LSE	MSP	*	0	E75 CRJ
DL	LWS	SLC	*	0	CRJ
DL	LYH	ATL	*	0	CRJ
DL	MAD	ATL		0	764
DL	MAD	JFK		0	767
DL	MAN	ATL		0	764
DL	MAN	JFK		0	752
DL	MAO	ATL		0	73W
DL	MBJ	ATL		0	M88 757
DL	MBJ	DTW	*	0	320
DL	MBJ	JFK		0	752
DL	MBJ	MEM	*	0	320
DL	MBS	DTW	*	0	CRJ D9S
DL	MBS	MSP	*	0	CRJ
DL	MCI	ATL		0	M88 757 738
DL	MCI	ATL	*	0	CR9
DL	MCI	CVG	*	0	ER4 CRJ
DL	MCI	DTW	*	0	319 D95 CRJ D9S CR9
DL	MCI	JFK	*	0	CR9
DL	MCI	LGA	*	0	CR9
DL	MCI	MEM	*	0	D95 CRJ E75
DL	MCI	MSP	*	0	D95 D9S CR9
DL	MCI	SLC	*	0	CR9 CR7
DL	MCO	ATL		0	757 767
DL	MCO	BDL		0	M88
DL	MCO	BOS		0	M88 738
DL	MCO	CVG		0	738 M88 M90
DL	MCO	DTW	*	0	757 753 320
DL	MCO	JFK		0	M88
DL	MCO	LAX		0	73H 757
DL	MCO	LGA		0	M88
DL	MCO	MEM	*	0	320 D95
DL	MCO	MEX	*	0	737 738
DL	MCO	MSP	*	0	753 320
DL	MCO	SEA	*	0	73H
DL	MCO	SLC		0	757 73H 738
DL	MCW	FOD	*	0	SF3
DL	MCW	MSP	*	0	SF3
DL	MDE	JFK	*	0	319
DL	MDE	MIA	*	0	320
DL	MDT	ATL	*	0	CR7 CRJ
DL	MDT	CVG	*	0	ER4
DL	MDT	DTW	*	0	CRJ
DL	MDW	ATL		0	M90
DL	MDW	ATL	*	0	E75 CR9
DL	MDW	DTW	*	0	CRJ CR7
DL	MDW	LGA	*	0	E75
DL	MDW	MSP	*	0	319 E75 CR9
DL	MEI	ATL	*	0	CRJ
DL	MEM	AEX	*	0	CRJ
DL	MEM	ATL		0	M88 73W 738
DL	MEM	ATL	*	0	CR9 E75 CR7
DL	MEM	AUS	*	0	CRJ CR9
DL	MEM	BHM	*	0	CRJ
DL	MEM	BNA	*	0	CRJ
DL	MEM	BOS	*	0	E75
DL	MEM	BTR	*	0	CRJ
DL	MEM	BWI	*	0	CR9
DL	MEM	CHA	*	0	SF3 CRJ
DL	MEM	CHS	*	0	CRJ
DL	MEM	CLE	*	0	CRJ
DL	MEM	CLT	*	0	CR9 E75
DL	MEM	CMH	*	0	CRJ
DL	MEM	COU	*	0	SF3
DL	MEM	CUN	*	0	320
DL	MEM	CVG	*	0	ER4
DL	MEM	DAL	*	0	CRJ
DL	MEM	DCA	*	0	319 320 CR9
DL	MEM	DEN	*	0	CR9
DL	MEM	DFW	*	0	CR9 CRJ
DL	MEM	DSM	*	0	CRJ CR9
DL	MEM	DTW	*	0	320 CR9 319 D95
DL	MEM	EWR	*	0	E75
DL	MEM	FLL	*	0	320
DL	MEM	FSM	*	0	SF3 CRJ
DL	MEM	GLH	*	0	SF3
DL	MEM	GPT	*	0	CRJ
DL	MEM	GRR	*	0	CRJ
DL	MEM	GSO	*	0	CRJ
DL	MEM	GTR	*	0	SF3
DL	MEM	HSV	*	0	CRJ
DL	MEM	IAH	*	0	CRJ
DL	MEM	ICT	*	0	CRJ
DL	MEM	IND	*	0	CRJ
DL	MEM	JAN	*	0	CRJ
DL	MEM	JAX	*	0	CRJ E75
DL	MEM	JFK	*	0	E75
DL	MEM	LAS	*	0	320
DL	MEM	LAX	*	0	319 320
DL	MEM	LBB	*	0	CRJ
DL	MEM	LEX	*	0	SF3
DL	MEM	LFT	*	0	CRJ
DL	MEM	LGA	*	0	320 319
DL	MEM	LIT	*	0	CRJ D95 E75
DL	MEM	MBJ	*	0	320
DL	MEM	MCI	*	0	CRJ D95 E75
DL	MEM	MCO	*	0	D95 320
DL	MEM	MFE	*	0	CRJ
DL	MEM	MGM	*	0	CRJ
DL	MEM	MIA	*	0	319 320
DL	MEM	MKE	*	0	CRJ
DL	MEM	MLI	*	0	CRJ
DL	MEM	MLU	*	0	SF3
DL	MEM	MOB	*	0	CRJ
DL	MEM	MSN	*	0	CRJ
DL	MEM	MSP	*	0	320 D95 CRJ 319
DL	MEM	MSY	*	0	D95 CR9 319
DL	MEM	OKC	*	0	CRJ CR9
DL	MEM	OMA	*	0	CRJ
DL	MEM	ORD	*	0	CR9 D95
DL	MEM	PAH	*	0	SF3
DL	MEM	PFN	*	0	CRJ
DL	MEM	PHL	*	0	CRJ CR9
DL	MEM	PHX	*	0	E75
DL	MEM	PIB	*	0	SF3
DL	MEM	PIT	*	0	CRJ
DL	MEM	PNS	*	0	CRJ
DL	MEM	RDU	*	0	CRJ
DL	MEM	SAT	*	0	E75 CR9
DL	MEM	SDF	*	0	CRJ
DL	MEM	SEA	*	0	320
DL	MEM	SFO	*	0	320
DL	MEM	SGF	*	0	CRJ
DL	MEM	SHV	*	0	CRJ
DL	MEM	SLC	*	0	CR9
DL	MEM	STL	*	0	CRJ
DL	MEM	TLH	*	0	CRJ
DL	MEM	TPA	*	0	D95
DL	MEM	TUL	*	0	CRJ
DL	MEM	TUP	*	0	SF3
DL	MEM	TYS	*	0	CRJ
DL	MEM	VPS	*	0	CR9 CRJ
DL	MEM	XNA	*	0	CRJ
DL	MEX	ATL		0	738 73W
DL	MEX	DTW	*	0	319
DL	MEX	IAH	*	0	EMJ 737
DL	MEX	JFK		0	752 73H
DL	MEX	JFK	*	0	763 738 762
DL	MEX	LAS	*	0	762 763
DL	MEX	LAX	*	0	737 738
DL	MEX	LIM	*	0	737
DL	MEX	MCO	*	0	737 738
DL	MEX	MIA	*	0	737
DL	MEX	ORD	*	0	737
DL	MEX	SAT	*	0	ERJ EMJ
DL	MEX	SFO	*	0	737
DL	MEX	SJD	*	0	737
DL	MEX	VSA	*	0	EMJ
DL	MFE	MEM	*	0	CRJ
DL	MFR	PDX	*	0	DH4
DL	MFR	SLC	*	0	CRJ
DL	MGA	ATL		0	73W
DL	MGM	ATL	*	0	CRJ
DL	MGM	MEM	*	0	CRJ
DL	MHT	ATL	*	0	CR7
DL	MHT	DTW	*	0	D9S CR9 D95
DL	MIA	ATL		0	757 738 M88
DL	MIA	BAQ	*	0	320
DL	MIA	BOG	*	0	757 763
DL	MIA	CDG	*	0	744
DL	MIA	CLO	*	0	320
DL	MIA	CTG	*	0	319
DL	MIA	CVG		0	738 M90
DL	MIA	DTW	*	0	319 320
DL	MIA	FCO	*	0	764 772
DL	MIA	JFK		0	M88
DL	MIA	MDE	*	0	320
DL	MIA	MEM	*	0	320
DL	MIA	MEX	*	0	737
DL	MIA	MID	*	0	ERJ
DL	MIA	MSP	*	0	320
DL	MID	MIA	*	0	ERJ
DL	MKE	ATL		0	M88
DL	MKE	ATL	*	0	CR9
DL	MKE	CVG	*	0	CRJ
DL	MKE	DTW	*	0	319 D95 D9S
DL	MKE	JFK	*	0	CRJ
DL	MKE	MEM	*	0	CRJ
DL	MKE	MSP	*	0	320 D9S D95 CR9 757 319
DL	MKG	DTW	*	0	SF3
DL	MLB	ATL		0	M88
DL	MLB	ATL	*	0	CRJ
DL	MLI	ATL	*	0	CR7
DL	MLI	DTW	*	0	CRJ
DL	MLI	MEM	*	0	CRJ
DL	MLI	MSP	*	0	CRJ
DL	MLU	ATL	*	0	CRJ
DL	MLU	MEM	*	0	SF3
DL	MOB	ATL		0	M88
DL	MOB	ATL	*	0	CRJ
DL	MOB	MEM	*	0	CRJ
DL	MOT	MSP	*	0	E75
DL	MQT	DTW	*	0	SF3
DL	MSL	ATL	*	0	SF3
DL	MSN	CVG	*	0	ERJ CRJ
DL	MSN	DCA	*	0	CRJ
DL	MSN	DTW	*	0	CR9 D9S CRJ D95
DL	MSN	LGA	*	0	CRJ
DL	MSN	MEM	*	0	CRJ
DL	MSN	MSP	*	0	D95 CR9 CRJ D9S
DL	MSO	MSP	*	0	E75
DL	MSO	SLC	*	0	CRJ
DL	MSP	ABQ	*	0	320 319
DL	MSP	ABR	*	0	SF3
DL	MSP	ALB	*	0	CR9
DL	MSP	ALO	*	0	SF3 CRJ
DL	MSP	ANC	*	0	757
DL	MSP	ATL		0	757 738 M88 752 73W
DL	MSP	ATW	*	0	CRJ
DL	MSP	ATY	*	0	SF3
DL	MSP	AUS	*	0	CR9
DL	MSP	AZO	*	0	CRJ
DL	MSP	BDL	*	0	CR9 319 320
DL	MSP	BHM	*	0	CRJ
DL	MSP	BIL	*	0	319 E75
DL	MSP	BIS	*	0	CRJ D95 CR9 D9S
DL	MSP	BJI	*	0	SF3
DL	MSP	BNA	*	0	E75 CRJ
DL	MSP	BOI	*	0	CR9
DL	MSP	BOS	*	0	320 D95 319 E75 757
DL	MSP	BRD	*	0	SF3
DL	MSP	BWI	*	0	319 320 CR9
DL	MSP	BZN	*	0	E75
DL	MSP	CID	*	0	CRJ
DL	MSP	CLE	*	0	CRJ
DL	MSP	CLT	*	0	CR9 E75
DL	MSP	CMH	*	0	D9S D95
DL	MSP	CMX	*	0	SF3
DL	MSP	COS	*	0	CR9
DL	MSP	CUN	*	0	320
DL	MSP	CVG	*	0	ER4 CR7 CRJ
DL	MSP	CWA	*	0	SF3 CRJ
DL	MSP	DAY	*	0	CRJ
DL	MSP	DCA	*	0	319 CR9 320
DL	MSP	DEN	*	0	320 319
DL	MSP	DFW	*	0	CR9 D9S E75
DL	MSP	DLH	*	0	CRJ CR9 E75
DL	MSP	DSM	*	0	CR9 CRJ
DL	MSP	DTW	*	0	320 D95 753 319 757 CR9 D9S
DL	MSP	EAU	*	0	SF3
DL	MSP	EWR	*	0	E75 319 D9S
DL	MSP	FAR	*	0	D95 E75 D9S
DL	MSP	FCA	*	0	E75
DL	MSP	FLL	*	0	320 319
DL	MSP	FNT	*	0	CRJ
DL	MSP	FSD	*	0	CRJ D95 SF3 CR9
DL	MSP	GEG	*	0	320
DL	MSP	GFK	*	0	CRJ CR9
DL	MSP	GRB	*	0	CRJ CR9 D9S D95
DL	MSP	GRR	*	0	E75 D9S CRJ CR9
DL	MSP	GTF	*	0	E75
DL	MSP	HIB	*	0	SF3
DL	MSP	HLN	*	0	CR9
DL	MSP	HNL	*	0	333
DL	MSP	IAD	*	0	E75
DL	MSP	IAH	*	0	D9S CR9 320 D95 319
DL	MSP	ICT	*	0	CRJ
DL	MSP	IMT	*	0	SF3
DL	MSP	IND	*	0	CRJ D9S D95 319 320 CR9
DL	MSP	INL	*	0	SF3
DL	MSP	JAX	*	0	E75
DL	MSP	JFK	*	0	319 E75
DL	MSP	JMS	*	0	SF3
DL	MSP	LAS	*	0	320 753 757
DL	MSP	LAX	*	0	753 320 757
DL	MSP	LGA	*	0	319 320
DL	MSP	LNK	*	0	CRJ
DL	MSP	LSE	*	0	CRJ E75
DL	MSP	MBS	*	0	CRJ
DL	MSP	MCI	*	0	D95 CR9 319 D9S
DL	MSP	MCO	*	0	757 753 320
DL	MSP	MCW	*	0	SF3
DL	MSP	MDW	*	0	319 E75 CR9
DL	MSP	MEM	*	0	320 D95 CR9
DL	MSP	MIA	*	0	320
DL	MSP	MKE	*	0	D95 757 319 320 D9S
DL	MSP	MLI	*	0	CRJ
DL	MSP	MOT	*	0	E75
DL	MSP	MSN	*	0	D95 CRJ D9S CR9
DL	MSP	MSO	*	0	E75
DL	MSP	MSY	*	0	319 CR9
DL	MSP	NRT	*	0	744
DL	MSP	OKC	*	0	CRJ
DL	MSP	OMA	*	0	CRJ CR9 D95 D9S
DL	MSP	ORD	*	0	D95 CR9 319 D9S 320
DL	MSP	PDX	*	0	757 320
DL	MSP	PHL	*	0	D9S 320 319
DL	MSP	PHX	*	0	753 757 320 319
DL	MSP	PIA	*	0	SF3
DL	MSP	PIR	*	0	CRJ
DL	MSP	PIT	*	0	E75 CRJ
DL	MSP	PVD	*	0	CR9
DL	MSP	PVR	*	0	320
DL	MSP	RAP	*	0	CRJ CR9
DL	MSP	RDU	*	0	319 320
DL	MSP	RHI	*	0	SF3
DL	MSP	RST	*	0	CRJ
DL	MSP	RSW	*	0	320
DL	MSP	SAN	*	0	320 757 319
DL	MSP	SAT	*	0	E75
DL	MSP	SBN	*	0	CRJ
DL	MSP	SDF	*	0	CRJ E75
DL	MSP	SEA	*	0	757 753 320
DL	MSP	SFO	*	0	319 320 757
DL	MSP	SGF	*	0	CRJ
DL	MSP	SJC	*	0	320 319
DL	MSP	SLC	*	0	319 320 CR9
DL	MSP	SMF	*	0	319 320
DL	MSP	SNA	*	0	319
DL	MSP	STC	*	0	SF3
DL	MSP	STL	*	0	E75 CR9 D9S D95
DL	MSP	SUX	*	0	SF3 CRJ
DL	MSP	TPA	*	0	320 319 757 753
DL	MSP	TUL	*	0	CRJ
DL	MSP	TUS	*	0	319 320
DL	MSP	TVC	*	0	CRJ
DL	MSP	TYS	*	0	CRJ
DL	MSP	XNA	*	0	CRJ
DL	MSP	YEG	*	0	CR9 319
DL	MSP	YQR	*	0	E75
DL	MSP	YQT	*	0	CRJ
DL	MSP	YUL	*	0	CR9
DL	MSP	YVR	*	0	E75
DL	MSP	YWG	*	0	CRJ 319
DL	MSP	YXE	*	0	E75
DL	MSP	YYC	*	0	319
DL	MSP	YYZ	*	0	CRJ
DL	MSY	ATL		0	M88 757 M90 738 73W
DL	MSY	ATL	*	0	CR9
DL	MSY	CVG	*	0	CR7
DL	MSY	DTW	*	0	CR9
DL	MSY	LAX		0	73H
DL	MSY	LGA	*	0	319
DL	MSY	MEM	*	0	319 D95 CR9
DL	MSY	MSP	*	0	319 CR9
DL	MSY	SLC	*	0	CR9
DL	MTY	ATL	*	0	CR9
DL	MTY	DTW	*	0	E75
DL	MTY	LAS	*	0	737 738
DL	MUC	ATL		0	764
DL	MXP	ATL		0	767
DL	MXP	CDG	*	0	320
DL	MXP	JFK		0	767
DL	MXP	JFK	*	0	764
DL	MYR	ATL	*	0	CRJ CR7
DL	MYR	DTW	*	0	E75
DL	NAS	ATL		0	M88
DL	NAS	LGA	*	0	319
DL	NCE	JFK		0	767
DL	NGO	DTW	*	0	744
DL	NRT	ATL	*	0	744
DL	NRT	DTW	*	0	744
DL	NRT	GUM	*	0	767 757
DL	NRT	HKG	*	0	333
DL	NRT	HNL	*	0	744 333
DL	NRT	JFK	*	0	777
DL	NRT	LAX	*	0	744
DL	NRT	MSP	*	0	744
DL	NRT	PDX	*	0	767
DL	NRT	SEA	*	0	333
DL	NRT	SFO	*	0	332
DL	OAJ	ATL	*	0	CRJ
DL	OAK	PDX	*	0	CR7
DL	OAK	SLC		0	M90 738
