# airline	from	to	codeshare	stops	equipment
# Date: 2010-08-20
AZ	LYS	TLS	*	0	318 319
AZ	LYS	VCE	*	0	E70 ER4
AZ	MAD	ACE	*	0	738
AZ	MAD	FCO		0	32S 321
AZ	MAD	FCO	*	0	738
AZ	MAD	FUE	*	0	738
AZ	MAD	IBZ	*	0	E90
AZ	MAD	LIN		0	319
AZ	MAD	LIN	*	0	319 32S
AZ	MAD	LPA	*	0	738
AZ	MAD	MEX	*	0	777
AZ	MAD	OVD	*	0	738 E90
AZ	MAD	PMI	*	0	738 E90 332
AZ	MAD	TFN	*	0	738 332
AZ	MAD	VCE	*	0	738
AZ	MAD	VGO	*	0	E90 738
AZ	MAH	BCN	*	0	738
AZ	MAH	MAD	*	0	E90 738
AZ	MAN	CDG	*	0	320 319
AZ	MCO	ATL	*	0	738
AZ	MCT	AUH	*	0	319 320
AZ	MEL	AUH	*	0	345
AZ	MEL	KUL	*	0	772
AZ	MEX	ATL	*	0	738
AZ	MEX	BCN	*	0	762
AZ	MEX	CDG	*	0	762 744 772 763
AZ	MEX	JFK	*	0	738
AZ	MEX	MAD	*	0	777
AZ	MEX	MIA	*	0	738 737
AZ	MIA	FCO		0	772
AZ	MIA	MEX	*	0	738 737
AZ	MIA	MXP		0	330
AZ	MLA	FCO		0	32S 320
AZ	MME	AMS	*	0	F70
AZ	MPL	CDG	*	0	320 318 319
AZ	MPL	LYS	*	0	AT5
AZ	MRS	CDG	*	0	320 321 319
AZ	MRS	FCO	*	0	AT7
AZ	MRS	LYS	*	0	AT7
AZ	MUC	AUH	*	0	332
AZ	MUC	FCO		0	CR9 319
AZ	MXP	AHO	*	0	320
AZ	MXP	AMS	*	0	737
AZ	MXP	ATL	*	0	767
AZ	MXP	AUH	*	0	332
AZ	MXP	BDS	*	0	320
AZ	MXP	BEG	*	0	733
AZ	MXP	BRI	*	0	320
AZ	MXP	BUD	*	0	DH4 736 73G 738
AZ	MXP	CAI	*	0	320
AZ	MXP	CDG	*	0	319 320
AZ	MXP	CTA	*	0	320
AZ	MXP	FCO		0	32S 320 M80 M82
AZ	MXP	FCO	*	0	744
AZ	MXP	FOG	*	0	S20
AZ	MXP	IBZ	*	0	320
AZ	MXP	JFK		0	330
AZ	MXP	JFK	*	0	333
AZ	MXP	KBP	*	0	737
AZ	MXP	LCA	*	0	320
AZ	MXP	LUX	*	0	ER4
AZ	MXP	LWO	*	0	737
AZ	MXP	LYS	*	0	ER4
AZ	MXP	MIA		0	330
AZ	MXP	NAP	*	0	320
AZ	MXP	NRT		0	330
AZ	MXP	NRT	*	0	744
AZ	MXP	NTE	*	0	ER4
AZ	MXP	OLB	*	0	320
AZ	MXP	PMI	*	0	320
AZ	MXP	PMO	*	0	320
AZ	MXP	PRG	*	0	319 320 735
AZ	MXP	PVG	*	0	340
AZ	MXP	RIX	*	0	73C 733 735
AZ	MXP	SOF	*	0	146
AZ	MXP	SUF	*	0	320
AZ	MXP	SVO		0	320
AZ	MXP	SVO	*	0	321 320
AZ	MXP	TIA	*	0	320
AZ	MXP	TLS	*	0	ER4
AZ	MXP	TPS	*	0	320
AZ	MXP	TUN	*	0	320
AZ	NAP	ATH	*	0	CR9
AZ	NAP	BLQ		0	CR9
AZ	NAP	BLQ	*	0	CR9
AZ	NAP	CDG	*	0	321 320
AZ	NAP	CTA	*	0	CR9
AZ	NAP	FCO		0	M82 734
AZ	NAP	GOA	*	0	CR9
AZ	NAP	LIN		0	M82
AZ	NAP	LIN	*	0	319 32S 734
AZ	NAP	MXP	*	0	320
AZ	NAP	OLB	*	0	733
AZ	NAP	PMO	*	0	CR9
AZ	NAP	TRN		0	32S CR9
AZ	NAP	TRN	*	0	CR9
AZ	NAP	TRS	*	0	CR9
AZ	NAP	VCE		0	M80
AZ	NAP	VCE	*	0	CR9
AZ	NAP	VRN	*	0	733
AZ	NAS	ATL	*	0	M88
AZ	NBO	AMS	*	0	747
AZ	NCE	FCO		0	320 32S 319
AZ	NCE	VCE	*	0	DH4
AZ	NCL	CDG	*	0	ER4 CR7
AZ	NRT	FCO		0	772
AZ	NRT	FCO	*	0	744
AZ	NRT	MXP		0	330
AZ	NRT	MXP	*	0	744
AZ	NTE	CDG	*	0	319 320 318
AZ	NTE	LYS	*	0	319 318 100 E90
AZ	NTE	MXP	*	0	ER4
AZ	NUE	CDG	*	0	ER4 E70
AZ	NWI	AMS	*	0	F70
AZ	OLB	BGY	*	0	733
AZ	OLB	BRI	*	0	733
AZ	OLB	BZO	*	0	D38
AZ	OLB	CTA	*	0	733
AZ	OLB	GOA	*	0	733
AZ	OLB	MXP	*	0	320
AZ	OLB	NAP	*	0	733
AZ	OLB	PMF	*	0	D38
AZ	OLB	TRN	*	0	733
AZ	OLB	VCE	*	0	CR9
AZ	ORD	FCO		0	764
AZ	ORD	JFK	*	0	CR7
AZ	OSL	CDG	*	0	319 318
AZ	OSL	PRG	*	0	734 735
AZ	OSR	PRG	*	0	AT7 AT4
AZ	OTP	BRI	*	0	AT7
AZ	OTP	FCO		0	32S 320
AZ	OTP	FCO	*	0	733
AZ	OTP	LIN		0	32S
AZ	OTP	VCE	*	0	318 73G
AZ	OVD	MAD	*	0	E90 738
AZ	PEK	FCO	*	0	330
AZ	PEN	KUL	*	0	734
AZ	PER	KUL	*	0	772
AZ	PMF	FCO	*	0	D38
AZ	PMF	OLB	*	0	D38
AZ	PMI	AGP	*	0	738
AZ	PMI	BCN	*	0	738 E90
AZ	PMI	MAD	*	0	738 E90 332
AZ	PMI	MXP	*	0	320
AZ	PMI	VLC	*	0	E90
AZ	PMO	BLQ		0	320
AZ	PMO	BLQ	*	0	CR9
AZ	PMO	FCO		0	M80 321 319 32S M82 734 320
AZ	PMO	FOG	*	0	S20
AZ	PMO	GOA	*	0	733
AZ	PMO	LIN		0	32S M82
AZ	PMO	LIN	*	0	32S M82 319
AZ	PMO	MXP	*	0	320
AZ	PMO	NAP	*	0	CR9
AZ	PMO	TRN		0	32S
AZ	PMO	VCE		0	M80
AZ	PMO	VRN	*	0	733
AZ	PNL	FCO		0	321 32S
AZ	PNL	LIN		0	320
AZ	PRG	BLQ	*	0	AT4 AT7
AZ	PRG	BTS	*	0	AT4 AT7
AZ	PRG	FCO	*	0	735 320 319 734
AZ	PRG	HEL	*	0	320
AZ	PRG	ILZ	*	0	AT4
AZ	PRG	KRK	*	0	AT4
AZ	PRG	KSC	*	0	AT7 AT4
AZ	PRG	LJU	*	0	AT4 SF3
AZ	PRG	MXP	*	0	319 320 735
AZ	PRG	OSL	*	0	735 734
AZ	PRG	OSR	*	0	AT7 AT4
AZ	PRG	RIX	*	0	735
AZ	PRG	SKP	*	0	735
AZ	PRG	TLL	*	0	319 735
AZ	PRG	VCE	*	0	AT4 AT7
AZ	PRG	VNO	*	0	319 735
AZ	PRG	ZAG	*	0	AT7
AZ	PSA	CDG	*	0	ER4
AZ	PSA	FCO	*	0	E70
AZ	PSA	JFK	*	0	767
AZ	PSR	LIN	*	0	734
AZ	PTY	AMS	*	0	M11
AZ	PUF	CDG	*	0	E90 318
AZ	PUF	LYS	*	0	E70 AT7 ER4
AZ	PVG	MXP	*	0	340
AZ	REG	FCO		0	320
AZ	REG	LIN		0	M82
AZ	REG	LIN	*	0	M82
AZ	REG	VCE		0	M82 M80
AZ	RIX	FCO	*	0	73C 75W
AZ	RIX	MXP	*	0	73C 733 735
AZ	RIX	PRG	*	0	735
AZ	RIX	VCE	*	0	73C 73E
AZ	RMI	FCO	*	0	S20
AZ	RNS	CDG	*	0	AT7
AZ	RNS	LYS	*	0	CR7 CRJ
AZ	SCL	CDG	*	0	772
AZ	SFO	CDG	*	0	744
AZ	SGN	CDG	*	0	777
AZ	SGN	FRA	*	0	777
AZ	SIN	AMS	*	0	777
AZ	SIN	CDG	*	0	77W
AZ	SJU	JFK	*	0	73H 738
AZ	SKG	FCO		0	32S 320 321
AZ	SKP	PRG	*	0	735
AZ	SOF	FCO		0	320 32S
AZ	SOF	FCO	*	0	737
AZ	SOF	MXP	*	0	146
AZ	STR	CDG	*	0	318 E90
AZ	STR	LYS	*	0	ER3
AZ	STT	JFK	*	0	752
AZ	SUF	BLQ		0	32S
AZ	SUF	FCO		0	M82 M80 321 734 32S 320
AZ	SUF	LIN		0	32S 734
AZ	SUF	LIN	*	0	734 32S
AZ	SUF	MXP	*	0	320
AZ	SUF	TRN		0	32S
AZ	SUF	VCE		0	M80
AZ	SVG	AMS	*	0	737 E90
AZ	SVO	FCO		0	321
AZ	SVO	FCO	*	0	321 320
AZ	SVO	MXP		0	320
AZ	SVO	MXP	*	0	321 320
AZ	SVO	TRN		0	319
AZ	SVO	VCE	*	0	321
AZ	SXB	CDG	*	0	E70
AZ	SXB	LYS	*	0	AT5 100 CR9 CRJ
AZ	SXM	CDG	*	0	343
AZ	SYD	AUH	*	0	346
AZ	SYD	KUL	*	0	744
AZ	SYR	JFK	*	0	CR7
AZ	TFN	BCN	*	0	738
AZ	TFN	MAD	*	0	738
AZ	TFS	BCN	*	0	738
AZ	TFS	MAD	*	0	738
AZ	TIA	FCO		0	32S 320
AZ	TIA	MXP	*	0	320
AZ	TIP	FCO		0	320 319
AZ	TLL	PRG	*	0	319 735
AZ	TLS	CDG	*	0	321 320 318 319
AZ	TLS	FCO	*	0	E70
AZ	TLS	LYS	*	0	319 318
AZ	TLS	MXP	*	0	ER4
AZ	TLV	FCO		0	321 320 32S
AZ	TPE	DEL	*	0	333
AZ	TPS	MXP	*	0	320
AZ	TRD	AMS	*	0	E90
AZ	TRF	AMS	*	0	F70
AZ	TRN	AMS		0	319 32S
AZ	TRN	BRI	*	0	319 32S
AZ	TRN	CDG	*	0	318 E90
AZ	TRN	CTA	*	0	733
AZ	TRN	FCO		0	319 32S 320
AZ	TRN	FCO	*	0	733
AZ	TRN	FOG	*	0	S20
AZ	TRN	IST		0	319
AZ	TRN	NAP		0	32S CR9
AZ	TRN	NAP	*	0	CR9
AZ	TRN	OLB	*	0	733
AZ	TRN	PMO		0	32S
AZ	TRN	SUF		0	32S
AZ	TRN	SVO		0	319
AZ	TRN	TXL		0	319 32S
AZ	TRS	BEG	*	0	AT7
AZ	TRS	FCO		0	734 CR9
AZ	TRS	NAP	*	0	CR9
AZ	TUN	FCO		0	320 32S 321
AZ	TUN	MXP	*	0	320
AZ	TXL	AMS	*	0	737
AZ	TXL	CDG	*	0	320 319 321
AZ	TXL	TRN		0	319 32S
AZ	VBS	AHO	*	0	CR9
AZ	VCE	AMS	*	0	737
AZ	VCE	ATL	*	0	767
AZ	VCE	BDS		0	M80
AZ	VCE	BRI	*	0	CR9
AZ	VCE	CAG		0	M80
AZ	VCE	CDG	*	0	319 321 320 318
AZ	VCE	CTA		0	320 M80 M82
AZ	VCE	FCO		0	M80 M82 319 32S
AZ	VCE	GVA	*	0	DH4
AZ	VCE	JFK	*	0	764
AZ	VCE	LUX	*	0	ER4
AZ	VCE	LYS	*	0	ER4 E70
AZ	VCE	MAD	*	0	738
AZ	VCE	NAP		0	M80
AZ	VCE	NAP	*	0	CR9
AZ	VCE	NCE	*	0	DH4
AZ	VCE	OLB	*	0	CR9
AZ	VCE	OTP	*	0	318 73G
AZ	VCE	PMO		0	M80
AZ	VCE	PRG	*	0	AT4 AT7
AZ	VCE	REG		0	M82 M80
AZ	VCE	RIX	*	0	73C 73E
AZ	VCE	SUF		0	M80
AZ	VCE	SVO	*	0	321
AZ	VGO	CDG	*	0	ER4 E70
AZ	VGO	MAD	*	0	E90
AZ	VIE	FCO		0	CR9
AZ	VIE	FCO	*	0	CR9
AZ	VLC	FCO		0	32S
AZ	VLC	PMI	*	0	E90
AZ	VNO	FCO	*	0	735
AZ	VNO	PRG	*	0	319 735
AZ	VRN	BRI	*	0	733
AZ	VRN	CDG	*	0	ER4
AZ	VRN	CTA	*	0	733
AZ	VRN	FCO		0	M80 319
AZ	VRN	NAP	*	0	733
AZ	VRN	PMO	*	0	733
AZ	WAW	FCO		0	320
AZ	YUL	CDG	*	0	77W 343 772
AZ	YUL	JFK	*	0	CRJ
AZ	YYZ	FCO		0	764
AZ	YYZ	JFK	*	0	CRJ
AZ	ZAG	PRG	*	0	AT7
B2	AER	MSQ		0	735
B2	AMS	MSQ		0	CRJ
B2	ARN	MSQ		0	CRJ
B2	BEY	MSQ		0	733
B2	CDG	MSQ		0	735 CRJ
B2	DME	MSQ		0	735
B2	EVN	MSQ		0	735
B2	FCO	MSQ		0	733
B2	FRA	MSQ		0	733 735
B2	GYD	MSQ		0	735
B2	HAJ	MSQ		0	735
B2	IKA	MSQ		0	735
B2	IST	MSQ		0	733 CRJ
B2	KBP	MSQ		0	CRJ 735
B2	KGD	MSQ		0	CRJ
B2	KSN	MSQ		0	735
B2	LCA	MSQ		0	735
B2	LED	MSQ		0	735 CRJ
B2	LGW	MSQ		0	735
B2	MAN	MSQ		0	735
B2	MSQ	AER		0	735
B2	MSQ	AMS		0	CRJ
B2	MSQ	ARN		0	CRJ
B2	MSQ	BEY		0	733
B2	MSQ	CDG		0	735 CRJ
B2	MSQ	DME		0	735
B2	MSQ	EVN		0	735
B2	MSQ	FCO		0	733
B2	MSQ	FRA		0	733 735
B2	MSQ	GYD		0	735
B2	MSQ	HAJ		0	735
B2	MSQ	IKA		0	735
B2	MSQ	IST		0	733 CRJ
B2	MSQ	KBP		0	CRJ 735
B2	MSQ	KGD		0	CRJ
B2	MSQ	KSN		0	735
B2	MSQ	LCA		0	735
B2	MSQ	LED		0	735 CRJ
B2	MSQ	LGW		0	735
B2	MSQ	MAN		0	735
B2	MSQ	MXP		0	735 733
B2	MSQ	PRG		0	735
B2	MSQ	PRG	*	0	735
B2	MSQ	PWQ		0	735
B2	MSQ	RIX		0	CRJ
B2	MSQ	RIX	*	0	F50
B2	MSQ	SVO		0	CRJ 735
B2	MSQ	SVX		0	735
B2	MSQ	SXF		0	CRJ
B2	MSQ	TBS		0	735 733
B2	MSQ	TLL	*	0	SF3
B2	MSQ	TLV		0	735 733
B2	MSQ	TSE		0	735
B2	MSQ	VIE	*	0	CRJ F70
B2	MSQ	VKO		0	CRJ
B2	MSQ	WAW		0	735
B2	MSQ	WAW	*	0	735
B2	MXP	MSQ		0	735 733
B2	PRG	MSQ		0	735
B2	PRG	MSQ	*	0	734
B2	PWQ	MSQ		0	735
B2	RIX	MSQ		0	CRJ
B2	RIX	MSQ	*	0	F50
B2	SVO	MSQ		0	CRJ 735
B2	SVX	MSQ		0	735
B2	SXF	MSQ		0	CRJ
B2	TBS	MSQ		0	735 733
B2	TLL	MSQ	*	0	SF3
B2	TLV	MSQ		0	733 735
B2	TSE	MSQ		0	735
B2	VIE	MSQ	*	0	F70 CRJ
B2	VKO	MSQ		0	CRJ
B2	WAW	MSQ		0	735
B2	WAW	MSQ	*	0	735
B5	JUB	NBO		0	D91
B5	LKG	NBO		0	D91
B5	NBO	JUB		0	D91
B5	NBO	LKG		0	D91
B6	ACK	JFK		0	E90
B6	AUA	BOS		0	320
B6	AUA	JFK		0	320
B6	AUS	BOS		0	E90
B6	AUS	FLL		0	E90
B6	AUS	JFK		0	E90 320
B6	AUS	LGB		0	320
B6	AUS	MCO		0	320
B6	AUS	SFO		0	320
B6	BDA	BOS		0	E90
B6	BDA	JFK		0	320 E90
B6	BGI	JFK		0	320
B6	BOG	MCO		0	320
B6	BOS	AUA		0	320
B6	BOS	AUS		0	E90
B6	BOS	BDA		0	E90
B6	BOS	BUF		0	E90
B6	BOS	BWI		0	E90
B6	BOS	CLT		0	E90
B6	BOS	CUN		0	320
B6	BOS	DEN		0	320
B6	BOS	FLL		0	320 E90
B6	BOS	IAD		0	E90 320
B6	BOS	JAX		0	E90
B6	BOS	JFK		0	320 E90
B6	BOS	LAS		0	320
B6	BOS	LAX		0	320
B6	BOS	LGB		0	320
B6	BOS	MBJ		0	320
B6	BOS	MCO		0	320 E90
B6	BOS	MSY		0	E90
B6	BOS	OAK		0	320
B6	BOS	ORD		0	E90
B6	BOS	PBI		0	320 E90
B6	BOS	PIT		0	E90
B6	BOS	PUJ		0	320
B6	BOS	RDU		0	E90
B6	BOS	RIC		0	E90
B6	BOS	RSW		0	E90
B6	BOS	SAN		0	320
B6	BOS	SDQ		0	320
B6	BOS	SEA		0	320
B6	BOS	SFO		0	320
B6	BOS	SJC		0	320
B6	BOS	SJU		0	320
B6	BOS	TPA		0	320 E90
B6	BQN	JFK		0	320
B6	BQN	MCO		0	320
B6	BTV	JFK		0	320 E90
B6	BTV	MCO		0	E90
B6	BUF	BOS		0	E90
B6	BUF	FLL		0	E90
B6	BUF	JFK		0	320 E90
B6	BUF	MCO		0	E90
B6	BUR	JFK		0	320
B6	BUR	LAS		0	320
B6	BWI	BOS		0	E90
B6	CLT	BOS		0	E90
B6	CLT	JFK		0	E90 320
B6	CUN	BOS		0	320
B6	CUN	FLL		0	E90
B6	CUN	IAD		0	320
B6	CUN	JFK		0	320
B6	CUN	MCO		0	E90
B6	DEN	BOS		0	320
B6	DEN	JFK		0	320
B6	EWR	FLL		0	320 E90
B6	EWR	MCO		0	320
B6	EWR	PBI		0	320
B6	EWR	RSW		0	E90
B6	EWR	TPA		0	320
B6	FLL	AUS		0	E90
B6	FLL	BOS		0	320 E90
B6	FLL	BUF		0	E90
B6	FLL	CUN		0	E90
B6	FLL	EWR		0	320 E90
B6	FLL	HPN		0	E90
B6	FLL	IAD		0	320
B6	FLL	JFK		0	320 E90
B6	FLL	LGA		0	320
B6	FLL	LGB		0	320
B6	FLL	NAS		0	E90
B6	FLL	RDU		0	E90
B6	FLL	RIC		0	E90
B6	FLL	SDQ		0	320
B6	FLL	SFO		0	320
B6	FLL	SJU		0	320 E90
B6	FLL	SWF		0	320
B6	HOU	JFK		0	320
B6	HPN	FLL		0	E90
B6	HPN	MCO		0	E90 320
B6	HPN	PBI		0	E90
B6	HPN	RSW		0	E90
B6	HPN	TPA		0	E90
B6	IAD	BOS		0	E90 320
B6	IAD	CUN		0	320
B6	IAD	FLL		0	320
B6	IAD	JFK		0	E90 320
B6	IAD	LGB		0	320
B6	IAD	MCO		0	E90 320
B6	IAD	OAK		0	320
B6	JAX	BOS		0	E90
B6	JAX	JFK		0	320 E90
B6	JFK	ACK		0	E90
B6	JFK	AUA		0	320
B6	JFK	AUS		0	320 E90
B6	JFK	BDA		0	320 E90
B6	JFK	BGI		0	320
B6	JFK	BOS		0	320 E90
B6	JFK	BQN		0	320
B6	JFK	BTV		0	E90 320
B6	JFK	BUF		0	E90 320
B6	JFK	BUR		0	320
B6	JFK	CLT		0	320 E90
B6	JFK	CUN		0	320
B6	JFK	DEN		0	320
B6	JFK	FLL		0	320 E90
B6	JFK	HOU		0	320
B6	JFK	IAD		0	320 E90
B6	JFK	JAX		0	E90 320
B6	JFK	KIN		0	320
B6	JFK	LAS		0	320
B6	JFK	LAX		0	320
B6	JFK	LGB		0	320
B6	JFK	MBJ		0	320
B6	JFK	MCO		0	320 E90
B6	JFK	MSY		0	320 E90
B6	JFK	NAS		0	320
B6	JFK	OAK		0	320
B6	JFK	ORD		0	320 E90
B6	JFK	PBI		0	320
B6	JFK	PDX		0	320
B6	JFK	PHX		0	320
B6	JFK	PIT		0	E90
B6	JFK	POP		0	320
B6	JFK	PSE		0	320
B6	JFK	PUJ		0	320
B6	JFK	PWM		0	320 E90
B6	JFK	RDU		0	320 E90
B6	JFK	RIC		0	E90
B6	JFK	ROC		0	E90
B6	JFK	RSW		0	320
B6	JFK	SAN		0	320
B6	JFK	SDQ		0	320
B6	JFK	SEA		0	320
B6	JFK	SFO		0	320
B6	JFK	SJC		0	320
B6	JFK	SJU		0	320
B6	JFK	SLC		0	320
B6	JFK	SMF		0	320
B6	JFK	SRQ		0	320
B6	JFK	STI		0	320
B6	JFK	SXM		0	320
B6	JFK	SYR		0	E90 320
B6	JFK	TPA		0	320
B6	JFK	UVF		0	320
B6	KIN	JFK		0	320
B6	LAS	BOS		0	320
B6	LAS	BUR		0	320
B6	LAS	JFK		0	320
B6	LAS	LGB		0	320
B6	LAX	BOS		0	320
B6	LAX	JFK		0	320
B6	LGA	FLL		0	320
B6	LGA	MCO		0	320
B6	LGA	PBI		0	320
B6	LGB	AUS		0	320
B6	LGB	BOS		0	320
B6	LGB	FLL		0	320
B6	LGB	IAD		0	320
B6	LGB	JFK		0	320
B6	LGB	LAS		0	320
B6	LGB	OAK		0	320
B6	LGB	ORD		0	320
B6	LGB	PDX		0	320
B6	LGB	SEA		0	320
B6	LGB	SFO		0	320
B6	LGB	SLC		0	320
B6	LGB	SMF		0	320
B6	MBJ	BOS		0	320
B6	MBJ	JFK		0	320
B6	MBJ	MCO		0	E90
B6	MCO	AUS		0	320
B6	MCO	BOG		0	320
B6	MCO	BOS		0	320 E90
B6	MCO	BQN		0	320
B6	MCO	BTV		0	E90
B6	MCO	BUF		0	E90
B6	MCO	CUN		0	E90
B6	MCO	EWR		0	320
B6	MCO	HPN		0	320 E90
B6	MCO	IAD		0	320 E90
B6	MCO	JFK		0	E90 320
B6	MCO	LGA		0	320
B6	MCO	MBJ		0	E90
B6	MCO	NAS		0	E90
B6	MCO	PSE		0	320
B6	MCO	PWM		0	E90
B6	MCO	RIC		0	E90
B6	MCO	ROC		0	E90
B6	MCO	SDQ		0	E90 320
B6	MCO	SJO		0	320
B6	MCO	SJU		0	320
B6	MCO	SWF		0	320
B6	MCO	SYR		0	320
B6	MSY	BOS		0	E90
B6	MSY	JFK		0	320 E90
B6	NAS	FLL		0	E90
B6	NAS	JFK		0	320
B6	NAS	MCO		0	E90
B6	OAK	BOS		0	320
B6	OAK	IAD		0	320
B6	OAK	JFK		0	320
B6	OAK	LGB		0	320
B6	ORD	BOS		0	E90
B6	ORD	JFK		0	E90 320
B6	ORD	LGB		0	320
B6	PBI	BOS		0	E90 320
B6	PBI	EWR		0	320
B6	PBI	HPN		0	E90
B6	PBI	JFK		0	320
B6	PBI	LGA		0	320
B6	PDX	JFK		0	320
B6	PDX	LGB		0	320
B6	PHX	JFK		0	320
B6	PIT	BOS		0	E90
B6	PIT	JFK		0	E90
B6	POP	JFK		0	320
B6	PSE	JFK		0	320
B6	PSE	MCO		0	320
B6	PUJ	BOS		0	320
B6	PUJ	JFK		0	320
B6	PWM	JFK		0	E90 320
B6	PWM	MCO		0	E90
B6	RDU	BOS		0	E90
B6	RDU	FLL		0	E90
B6	RDU	JFK		0	E90 320
B6	RIC	BOS		0	E90
B6	RIC	FLL		0	E90
B6	RIC	JFK		0	E90
B6	RIC	MCO		0	E90
B6	ROC	JFK		0	E90
B6	ROC	MCO		0	E90
B6	RSW	BOS		0	E90
B6	RSW	EWR		0	E90
B6	RSW	HPN		0	E90
B6	RSW	JFK		0	320
B6	SAN	BOS		0	320
B6	SAN	JFK		0	320
B6	SDQ	BOS		0	320
B6	SDQ	FLL		0	320
B6	SDQ	JFK		0	320
B6	SDQ	MCO		0	E90 320
B6	SDQ	SJU		0	320
B6	SEA	BOS		0	320
B6	SEA	JFK		0	320
B6	SEA	LGB		0	320
B6	SFO	AUS		0	320
B6	SFO	BOS		0	320
B6	SFO	FLL		0	320
B6	SFO	JFK		0	320
B6	SFO	LGB		0	320
B6	SJC	BOS		0	320
B6	SJC	JFK		0	320
B6	SJO	MCO		0	320
B6	SJU	BOS		0	320
B6	SJU	FLL		0	320 E90
B6	SJU	JFK		0	320
B6	SJU	MCO		0	320
B6	SJU	SDQ		0	320
B6	SLC	JFK		0	320
B6	SLC	LGB		0	320
B6	SMF	JFK		0	320
B6	SMF	LGB		0	320
B6	SRQ	JFK		0	320
B6	STI	JFK		0	320
B6	SWF	FLL		0	320
B6	SWF	MCO		0	320
B6	SXM	JFK		0	320
B6	SYR	JFK		0	320 E90
B6	SYR	MCO		0	320
B6	TPA	BOS		0	320 E90
B6	TPA	EWR		0	320
B6	TPA	HPN		0	E90
B6	TPA	JFK		0	320
B6	UVF	JFK		0	320
B7	CKG	TPE		0	M90
B7	CYI	KNH		0	DH3
B7	CYI	MZG		0	DH3
B7	DLC	TPE		0	332
B7	FOC	TPE		0	M90
B7	HAN	KHH		0	M90
B7	HCN	TSA		0	DH3
B7	HGH	KHH		0	M90
B7	HGH	RMQ		0	M90
B7	KHH	HAN		0	M90
B7	KHH	HGH		0	M90
B7	KHH	KNH		0	M90 DH3
B7	KHH	MZG		0	DH3 M90
B7	KHH	SGN		0	M90
B7	KHH	SZX		0	M90
B7	KMG	TPE		0	332
B7	KNH	CYI		0	DH3
B7	KNH	KHH		0	M90 DH3
B7	KNH	RMQ		0	M90 DH3
B7	KNH	TNN		0	M90 DH3
B7	KNH	TSA		0	M90 DH3
B7	LZN	RMQ		0	DH3
B7	LZN	TSA		0	DH3
B7	MFK	TSA		0	DH3
B7	MZG	CYI		0	DH3
B7	MZG	KHH		0	DH3 M90
B7	MZG	RMQ		0	DH3 M90
B7	MZG	TNN		0	DH3
B7	MZG	TSA		0	M90 DH3
B7	NGB	TPE		0	332
B7	NKG	TPE		0	332
B7	PIF	TSA		0	DH3
B7	RMQ	HGH		0	M90
B7	RMQ	KNH		0	M90 DH3
B7	RMQ	LZN		0	DH3
B7	RMQ	MZG		0	DH3 M90
B7	RMQ	SZX		0	M90
B7	RMQ	XMN		0	M90
B7	SGN	KHH		0	M90
B7	SZX	KHH		0	M90
B7	SZX	RMQ		0	M90
B7	SZX	TPE		0	332 74E
B7	TAO	TPE		0	332
B7	TNN	KNH		0	DH3 M90
B7	TNN	MZG		0	DH3
B7	TPE	CKG		0	M90
B7	TPE	DLC		0	332
B7	TPE	FOC		0	M90
B7	TPE	KMG		0	332
B7	TPE	NGB		0	332
B7	TPE	NKG		0	332
B7	TPE	SZX		0	332 74E
B7	TPE	TAO		0	332
B7	TPE	WUH		0	M90
B7	TSA	HCN		0	DH3
B7	TSA	KNH		0	M90 DH3
B7	TSA	LZN		0	DH3
B7	TSA	MFK		0	DH3
B7	TSA	MZG		0	M90 DH3
B7	TSA	PIF		0	DH3
B7	TSA	TTT		0	M90 DH3
B7	TSA	XMN		0	M90
B7	TTT	TSA		0	M90 DH3
B7	WUH	TPE		0	M90
B7	XMN	RMQ		0	M90
B7	XMN	TSA		0	M90
B9	ABD	IFN		0	TU5
B9	ABD	MHD		0	TU5
B9	ABD	SYZ		0	TU5
B9	ABD	THR		0	TU5
B9	AWZ	IFN		0	TU5
B9	AWZ	MHD		0	TU5
B9	AWZ	SYZ		0	TU5
B9	AZD	MHD		0	TU5
B9	BND	MHD		0	TU5
B9	BND	THR		0	TU5
B9	DEF	THR		0	TU5
B9	IFN	ABD		0	TU5
B9	IFN	AWZ		0	TU5
B9	IFN	MHD		0	TU5
B9	KIH	SYZ		0	TU5
B9	KSH	MHD		0	TU5
B9	MHD	ABD		0	TU5
B9	MHD	AWZ		0	TU5
B9	MHD	AZD		0	TU5
B9	MHD	BND		0	TU5
B9	MHD	IFN		0	TU5
B9	MHD	KSH		0	TU5
B9	MHD	RAS		0	TU5
B9	MHD	SRY		0	TU5
B9	MHD	SYZ		0	TU5
B9	MHD	TBZ		0	TU5
B9	MHD	THR		0	TU5
B9	MHD	ZAH		0	TU5
B9	RAS	MHD		0	TU5
B9	SRY	MHD		0	TU5
B9	SYZ	ABD		0	TU5
B9	SYZ	AWZ		0	TU5
B9	SYZ	KIH		0	TU5
B9	SYZ	MHD		0	TU5
B9	SYZ	THR		0	TU5
B9	TBZ	MHD		0	TU5
B9	TBZ	THR		0	TU5
B9	THR	ABD		0	TU5
B9	THR	BND		0	TU5
B9	THR	DEF		0	TU5
B9	THR	MHD		0	TU5
B9	THR	SYZ		0	TU5
B9	THR	TBZ		0	TU5
B9	ZAH	MHD		0	TU5
B9	ZAH	ZBR		0	TU5
B9	ZBR	ZAH		0	TU5
