" 2241" "Doha International Airport" "Doha" "Qatar" NA "OTBD" " 25.2611008" "  51.565102" "   35" "  3.00" "U" "airport" "OurAirports" "Asia/Qatar"
" 2242" "Canton Island Airport" "Canton Island" "Kiribati" "CIS" "PCIS" " -2.7681201" "-171.710007" "    9" " 13.00" "U" "airport" "OurAirports" "Pacific/Enderbury"
" 2243" "Rota International Airport" "Rota" "Northern Mariana Islands" "ROP" "PGRO" " 14.1743002" " 145.242996" "  607" " 10.00" "U" "airport" "OurAirports" "Pacific/Saipan"
" 2244" "Saipan International Airport" "Saipan" "Northern Mariana Islands" "SPN" "PGSN" " 15.1190004" " 145.729004" "  215" " 10.00" "U" "airport" "OurAirports" "Pacific/Saipan"
" 2245" "Andersen Air Force Base" "Andersen" "Guam" "UAM" "PGUA" " 13.5840000" " 144.929993" "  627" " 10.00" "U" "airport" "OurAirports" "Pacific/Guam"
" 2246" "Antonio B. Won Pat International Airport" "Agana" "Guam" "GUM" "PGUM" " 13.4834003" " 144.796005" "  298" " 10.00" "U" "airport" "OurAirports" "Pacific/Guam"
" 2247" "Tinian International Airport" "West Tinian" "Northern Mariana Islands" "TIQ" "PGWT" " 14.9991999" " 145.619003" "  271" " 10.00" "U" "airport" "OurAirports" "Pacific/Saipan"
" 2249" "Marshall Islands International Airport" "Majuro" "Marshall Islands" "MAJ" "PKMJ" "  7.0647602" " 171.272003" "    6" " 12.00" "U" "airport" "OurAirports" "Pacific/Majuro"
" 2250" "Dyess Army Air Field" "Kwajalein" "Marshall Islands" NA "PKRO" "  9.3968897" " 167.470993" "    9" " 12.00" "U" "airport" "OurAirports" "Pacific/Kwajalein"
" 2251" "Bucholz Army Air Field" "Kwajalein" "Marshall Islands" "KWA" "PKWA" "  8.7201204" " 167.731995" "    9" " 12.00" "U" "airport" "OurAirports" "Pacific/Kwajalein"
" 2252" "Cassidy International Airport" "Kiritimati" "Kiribati" "CXI" "PLCH" "  1.9861600" "-157.350006" "    5" "-12.00" "U" "airport" "OurAirports" "Pacific/Kiritimati"
" 2253" "Henderson Field" "Midway" "Midway Islands" "MDY" "PMDY" " 28.2017002" "-177.380997" "   13" "-11.00" "U" "airport" "OurAirports" "Pacific/Midway"
" 2254" "Chuuk International Airport" "Chuuk" "Micronesia" "TKK" "PTKK" "  7.4618702" " 151.843002" "   11" " 10.00" "U" "airport" "OurAirports" "Pacific/Chuuk"
" 2255" "Pohnpei International Airport" "Pohnpei" "Micronesia" "PNI" "PTPN" "  6.9850998" " 158.209000" "   10" " 11.00" "U" "airport" "OurAirports" "Pacific/Pohnpei"
" 2256" "Babelthuap Airport" "Babelthuap" "Palau" "ROR" "PTRO" "  7.3676500" " 134.544006" "  176" "  9.00" "U" "airport" "OurAirports" "Pacific/Palau"
" 2257" "Kosrae International Airport" "Kosrae" "Micronesia" "KSA" "PTSA" "  5.3569800" " 162.957993" "   11" " 11.00" "U" "airport" "OurAirports" "Pacific/Kosrae"
" 2258" "Yap International Airport" "Yap" "Micronesia" "YAP" "PTYA" "  9.4989100" " 138.082993" "   91" " 10.00" "U" "airport" "OurAirports" "Pacific/Yap"
" 2259" "Kinmen Airport" "Kinmen" "Taiwan" "KNH" "RCBS" " 24.4279003" " 118.359001" "   93" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2260" "Pingtung South Airport" "Pingtung" "Taiwan" NA "RCDC" " 22.6723995" " 120.461998" "   78" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2261" "Longtan Air Base" "Longtang" "Taiwan" NA "RCDI" " 24.8551006" " 121.237999" "  790" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2262" "Taitung Airport" "Fengnin" "Taiwan" "TTT" "RCFN" " 22.7549992" " 121.101997" "  143" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2263" "Lyudao Airport" "Green Island" "Taiwan" "GNI" "RCGI" " 22.6739006" " 121.466003" "   28" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2264" "Kaohsiung International Airport" "Kaohsiung" "Taiwan" "KHH" "RCKH" " 22.5771008" " 120.349998" "   31" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2265" "Chiayi Airport" "Chiayi" "Taiwan" "CYI" "RCKU" " 23.4617996" " 120.392998" "   85" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2267" "Lanyu Airport" "Lanyu" "Taiwan" "KYD" "RCLY" " 22.0270004" " 121.535004" "   44" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2268" "Taichung Ching Chuang Kang Airport" "Taichung" "Taiwan" "RMQ" "RCMQ" " 24.2646999" " 120.621002" "  663" "  8.00" "N" "airport" "OurAirports" "Asia/Taipei"
" 2270" "Tainan Airport" "Tainan" "Taiwan" "TNN" "RCNN" " 22.9503994" " 120.206001" "   63" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2271" "Hsinchu Air Base" "Hsinchu" "Taiwan" NA "RCPO" " 24.8180008" " 120.939003" "   26" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2272" "Makung Airport" "Makung" "Taiwan" "MZG" "RCQC" " 23.5687008" " 119.627998" "  103" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2273" "Chihhang Air Base" "Taitung" "Taiwan" NA "RCQS" " 22.7931004" " 121.181999" "  121" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2274" "Pingtung North Airport" "Pingtung" "Taiwan" "PIF" "RCSQ" " 22.7001991" " 120.482002" "   97" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2275" "Taipei Songshan Airport" "Taipei" "Taiwan" "TSA" "RCSS" " 25.0694008" " 121.552002" "   18" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2276" "Taiwan Taoyuan International Airport" "Taipei" "Taiwan" "TPE" "RCTP" " 25.0777000" " 121.233002" "  106" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2277" "Wang-an Airport" "Wang An" "Taiwan" "WOT" "RCWA" " 23.3673725" " 119.502777" "  115" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2278" "Hualien Airport" "Hualien" "Taiwan" "HUN" "RCYU" " 24.0230999" " 121.617996" "   52" "  8.00" "U" "airport" "OurAirports" "Asia/Taipei"
" 2279" "Narita International Airport" "Tokyo" "Japan" "NRT" "RJAA" " 35.7647018" " 140.386002" "  141" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2280" "Matsumoto Airport" "Matsumoto" "Japan" "MMJ" "RJAF" " 36.1668015" " 137.923004" " 2182" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2281" "Hyakuri Airport" "Ibaraki" "Japan" "IBR" "RJAH" " 36.1810989" " 140.414993" "  105" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2282" "Minami Torishima Airport" "Minami Tori Shima" "Japan" NA "RJAM" " 24.2896996" " 153.979004" "   22" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2283" "Iwo Jima Airport" "Iwojima" "Japan" "IWO" "RJAW" " 24.7840004" " 141.322998" "  384" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2284" "Nanki Shirahama Airport" "Nanki-shirahama" "Japan" "SHM" "RJBD" " 33.6622009" " 135.363998" "  298" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2285" "Kohnan Airport" "Kohnan" "Japan" NA "RJBK" " 34.5908012" " 133.932999" "    3" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2286" "Tokachi-Obihiro Airport" "Obihiro" "Japan" "OBO" "RJCB" " 42.7332993" " 143.216995" "  505" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2287" "New Chitose Airport" "Sapporo" "Japan" "CTS" "RJCC" " 42.7751999" " 141.692001" "   82" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2288" "Hakodate Airport" "Hakodate" "Japan" "HKD" "RJCH" " 41.7700005" " 140.822006" "  151" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2289" "Chitose Air Base" "Chitose" "Japan" "SPK" "RJCJ" " 42.7944984" " 141.666000" "   87" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2290" "Memanbetsu Airport" "Memanbetsu" "Japan" "MMB" "RJCM" " 43.8806000" " 144.164001" "  135" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2291" "Nakashibetsu Airport" "Nakashibetsu" "Japan" "SHB" "RJCN" " 43.5774994" " 144.960007" "  234" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2293" "Tokachi Airport" "Tokachi" "Japan" NA "RJCT" " 42.8904991" " 143.158005" "  281" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2294" "Wakkanai Airport" "Wakkanai" "Japan" "WKJ" "RJCW" " 45.4042015" " 141.800995" "   30" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2295" "Iki Airport" "Iki" "Japan" "IKI" "RJDB" " 33.7490005" " 129.785004" "   41" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2296" "Yamaguchi Ube Airport" "Yamaguchi" "Japan" "UBJ" "RJDC" " 33.9300003" " 131.279007" "   23" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2297" "Tsushima Airport" "Tsushima" "Japan" "TSJ" "RJDT" " 34.2849007" " 129.330994" "  213" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2298" "Monbetsu Airport" "Monbetsu" "Japan" "MBE" "RJEB" " 44.3039017" " 143.404007" "   80" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2299" "Asahikawa Airport" "Asahikawa" "Japan" "AKJ" "RJEC" " 43.6707993" " 142.447006" "  721" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2300" "Okushiri Airport" "Okushiri" "Japan" "OIR" "RJEO" " 42.0717010" " 139.432999" "  161" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2301" "Rishiri Airport" "Rishiri Island" "Japan" "RIS" "RJER" " 45.2420006" " 141.186005" "  112" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2302" "Ashiya Airport" "Ashiya" "Japan" NA "RJFA" " 33.8830986" " 130.653000" "   98" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2303" "Yakushima Airport" "Yakushima" "Japan" "KUM" "RJFC" " 30.3855991" " 130.658997" "  124" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2304" "Fukue Airport" "Fukue" "Japan" "FUJ" "RJFE" " 32.6663017" " 128.832993" "  273" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2305" "Fukuoka Airport" "Fukuoka" "Japan" "FUK" "RJFF" " 33.5858994" " 130.451004" "   32" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2306" "New Tanegashima Airport" "Tanegashima" "Japan" "TNE" "RJFG" " 30.6051006" " 130.990997" "  768" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2307" "Kagoshima Airport" "Kagoshima" "Japan" "KOJ" "RJFK" " 31.8034000" " 130.718994" "  906" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2308" "Miyazaki Airport" "Miyazaki" "Japan" "KMI" "RJFM" " 31.8771992" " 131.449005" "   20" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2309" "Nyutabaru Airport" "Nyutabaru" "Japan" NA "RJFN" " 32.0835991" " 131.451004" "  259" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2310" "Oita Airport" "Oita" "Japan" "OIT" "RJFO" " 33.4794006" " 131.737000" "   19" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2311" "Kitakyūshū Airport" "Kitakyushu" "Japan" "KKJ" "RJFR" " 33.8459015" " 131.035004" "   21" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2312" "Kumamoto Airport" "Kumamoto" "Japan" "KMJ" "RJFT" " 32.8372993" " 130.854996" "  642" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2313" "Nagasaki Airport" "Nagasaki" "Japan" "NGS" "RJFU" " 32.9169006" " 129.914001" "   15" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2314" "Kanoya Airport" "Kanoya" "Japan" NA "RJFY" " 31.3675995" " 130.845001" "  214" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2315" "Tsuiki Air Field" "Tsuiki" "Japan" NA "RJFZ" " 33.6850014" " 131.039993" "   55" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2316" "Amami Airport" "Amami" "Japan" "ASJ" "RJKA" " 28.4305992" " 129.712997" "   27" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2317" "Okierabu Airport" "Okierabu" "Japan" NA "RJKB" " 27.4255009" " 128.701004" "  101" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2318" "Tokunoshima Airport" "Tokunoshima" "Japan" "TKN" "RJKN" " 27.8363991" " 128.880997" "   17" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2319" "Fukui Airport" "Fukui" "Japan" NA "RJNF" " 36.1427994" " 136.223999" "   19" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2320" "Gifu Airport" "Gifu" "Japan" NA "RJNG" " 35.3941002" " 136.869995" "  128" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2321" "Hamamatsu Airport" "Hamamatsu" "Japan" NA "RJNH" " 34.7501984" " 137.703003" "  150" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2322" "Komatsu Airport" "Kanazawa" "Japan" "KMQ" "RJNK" " 36.3945999" " 136.406998" "   36" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2323" "Oki Airport" "Oki Island" "Japan" "OKI" "RJNO" " 36.1810989" " 133.324997" "  311" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2324" "Toyama Airport" "Toyama" "Japan" "TOY" "RJNT" " 36.6483002" " 137.188004" "   95" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2325" "Shizuhama Airport" "Yaizu" "Japan" NA "RJNY" " 34.8128014" " 138.298004" "   23" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2326" "Hiroshima Airport" "Hiroshima" "Japan" "HIJ" "RJOA" " 34.4361000" " 132.919006" " 1088" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2327" "Okayama Airport" "Okayama" "Japan" "OKJ" "RJOB" " 34.7569008" " 133.854996" "  806" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2328" "Izumo Airport" "Izumo" "Japan" "IZO" "RJOC" " 35.4136009" " 132.889999" "   15" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2329" "Hofu Airport" "Hofu" "Japan" NA "RJOF" " 34.0346985" " 131.548996" "    7" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2330" "Miho Yonago Airport" "Miho" "Japan" "YGJ" "RJOH" " 35.4921989" " 133.235992" "   20" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2332" "Kōchi Ryōma Airport" "Kochi" "Japan" "KCZ" "RJOK" " 33.5461006" " 133.669006" "   42" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2333" "Matsuyama Airport" "Matsuyama" "Japan" "MYJ" "RJOM" " 33.8272018" " 132.699997" "   25" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2334" "Osaka International Airport" "Osaka" "Japan" "ITM" "RJOO" " 34.7854996" " 135.438004" "   50" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2335" "Tottori Airport" "Tottori" "Japan" "TTJ" "RJOR" " 35.5301018" " 134.167007" "   65" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2336" "Tokushima Airport" "Tokushima" "Japan" "TKS" "RJOS" " 34.1328011" " 134.606995" "   26" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2337" "Takamatsu Airport" "Takamatsu" "Japan" "TAK" "RJOT" " 34.2141991" " 134.016006" "  607" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2338" "Yao Airport" "Osaka" "Japan" NA "RJOY" " 34.5962982" " 135.602997" "   39" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2339" "Ozuki Airport" "Ozuki" "Japan" NA "RJOZ" " 34.0452995" " 131.052002" "   13" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2340" "Aomori Airport" "Aomori" "Japan" "AOJ" "RJSA" " 40.7346992" " 140.690994" "  664" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2341" "Yamagata Airport" "Yamagata" "Japan" "GAJ" "RJSC" " 38.4118996" " 140.371002" "  353" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2342" "Sado Airport" "Sado" "Japan" "SDS" "RJSD" " 38.0601997" " 138.414001" "   88" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2343" "Hachinohe Airport" "Hachinoe" "Japan" NA "RJSH" " 40.5564003" " 141.466003" "  152" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2344" "Hanamaki Airport" "Hanamaki" "Japan" "HNA" "RJSI" " 39.4286003" " 141.134995" "  297" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2345" "Akita Airport" "Akita" "Japan" "AXT" "RJSK" " 39.6156006" " 140.218994" "  313" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2346" "Misawa Air Base" "Misawa" "Japan" "MSJ" "RJSM" " 40.7032013" " 141.367996" "  119" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2347" "Sendai Airport" "Sendai" "Japan" "SDJ" "RJSS" " 38.1397018" " 140.917007" "   15" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2348" "Matsushima Air Base" "Matsushima" "Japan" NA "RJST" " 38.4048996" " 141.220001" "    7" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2350" "Atsugi Naval Air Facility" "Atsugi" "Japan" NA "RJTA" " 35.4546013" " 139.449997" "  205" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2351" "Tateyama Airport" "Tateyama" "Japan" NA "RJTE" " 34.9870990" " 139.828995" "   10" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2352" "Hachijojima Airport" "Hachijojima" "Japan" "HAC" "RJTH" " 33.1150017" " 139.785995" "  303" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2353" "Iruma Air Base" "Iruma" "Japan" NA "RJTJ" " 35.8418999" " 139.410995" "  295" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2354" "Kisarazu Airport" "Kisarazu" "Japan" NA "RJTK" " 35.3983002" " 139.910004" "   10" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2355" "Shimofusa Airport" "Shimofusa" "Japan" NA "RJTL" " 35.7989006" " 140.011002" "   98" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2356" "Oshima Airport" "Oshima" "Japan" "OIM" "RJTO" " 34.7820015" " 139.360001" "  130" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2358" "Kastner Army Heliport" "Zama" "Japan" NA "RJTR" " 35.5138016" " 139.393997" "  360" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2359" "Tokyo Haneda International Airport" "Tokyo" "Japan" "HND" "RJTT" " 35.5522990" " 139.779999" "   35" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2360" "Yokota Air Base" "Yokota" "Japan" "OKO" "RJTY" " 35.7485008" " 139.348007" "  463" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2361" "Gwangju Airport" "Kwangju" "South Korea" "KWJ" "RKJJ" " 35.1264000" " 126.808998" "   39" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2364" "Jeon Ju Airport" "Jhunju" "South Korea" "CHN" "RKJU" " 35.8783989" " 127.120003" "   96" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2365" "Yeosu Airport" "Yeosu" "South Korea" "RSU" "RKJY" " 34.8423004" " 127.616997" "   53" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2366" "Sokcho Airport" "Sokch'o" "South Korea" "SHO" "RKND" " 38.1426010" " 128.598999" "   92" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2367" "Gangneung Airport" "Kangnung" "South Korea" "KAG" "RKNN" " 37.7536011" " 128.944000" "   35" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2370" "Jeju International Airport" "Cheju" "South Korea" "CJU" "RKPC" " 33.5112991" " 126.492996" "  118" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2371" "Jinhae Airport" "Chinhae" "South Korea" NA "RKPE" " 35.1412010" " 128.695999" "    8" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2372" "Gimhae International Airport" "Busan" "South Korea" "PUS" "RKPK" " 35.1795006" " 128.938004" "    6" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2374" "Ulsan Airport" "Ulsan" "South Korea" "USN" "RKPU" " 35.5934982" " 129.352005" "   45" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2375" "A 511 Airport" "Pyongtaek" "South Korea" NA "RKSG" " 36.9622002" " 127.030998" "   51" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2376" "Seoul Air Base" "Seoul East" "South Korea" "SSN" "RKSM" " 37.4458008" " 127.113998" "   92" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2377" "Osan Air Base" "Osan" "South Korea" "OSN" "RKSO" " 37.0905990" " 127.029999" "   38" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2378" "Gimpo International Airport" "Seoul" "South Korea" "GMP" "RKSS" " 37.5583000" " 126.791000" "   58" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2379" "Suwon Airport" "Suwon" "South Korea" "SWU" "RKSW" " 37.2393990" " 127.007004" "   88" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2380" "Pohang Airport" "Pohang" "South Korea" "KPO" "RKTH" " 35.9878998" " 129.419998" "   70" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2381" "Daegu Airport" "Taegu" "South Korea" "TAE" "RKTN" " 35.8941002" " 128.658997" "  116" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2383" "Yecheon Airport" "Yechon" "South Korea" "YEC" "RKTY" " 36.6319008" " 128.354996" "  354" "  9.00" "U" "airport" "OurAirports" "Asia/Seoul"
" 2384" "Naha Airport" "Okinawa" "Japan" "OKA" "ROAH" " 26.1958008" " 127.646004" "   12" "  9.00" "N" "airport" "OurAirports" "Asia/Tokyo"
" 2385" "Ie Shima Auxiliary Air Base" "Iejima" "Japan" NA "RODE" " 26.7257576" " 127.764900" "  184" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2386" "Kadena Air Base" "Kadena" "Japan" "DNA" "RODN" " 26.3556000" " 127.767998" "  143" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2387" "Ishigaki Airport" "Ishigaki" "Japan" "ISG" "ROIG" " 24.3444996" " 124.186996" "   93" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2388" "Kumejima Airport" "Kumejima" "Japan" "UEO" "ROKJ" " 26.3635006" " 126.713997" "   23" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2389" "Minami-Daito Airport" "Minami Daito" "Japan" "MMD" "ROMD" " 25.8465004" " 131.263000" "  167" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2390" "Miyako Airport" "Miyako" "Japan" "MMY" "ROMY" " 24.7828007" " 125.294998" "  150" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2391" "Kitadaito Airport" "Kitadaito" "Japan" "KTD" "RORK" " 25.9447002" " 131.326996" "   80" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2392" "Shimojishima Airport" "Shimojishima" "Japan" "SHI" "RORS" " 24.8267002" " 125.144997" "   54" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2393" "Tarama Airport" "Tarama" "Japan" NA "RORT" " 24.6539001" " 124.675003" "   36" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2394" "Yoron Airport" "Yoron" "Japan" "RNJ" "RORY" " 27.0440006" " 128.401993" "   52" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2396" "Yonaguni Airport" "Yonaguni Jima" "Japan" "OGN" "ROYN" " 24.4668999" " 122.977997" "   70" "  9.00" "U" "airport" "OurAirports" "Asia/Tokyo"
" 2397" "Ninoy Aquino International Airport" "Manila" "Philippines" "MNL" "RPLL" " 14.5086000" " 121.019997" "   75" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2399" "Awang Airport" "Cotabato" "Philippines" "CBO" "RPMC" "  7.1652398" " 124.209999" "  189" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2400" "Cagayan De Oro Airport" "Ladag" "Philippines" "CGY" "RPML" "  8.4156200" " 124.611000" "  601" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2401" "Pagadian Airport" "Pagadian" "Philippines" "PAG" "RPMP" "  7.8307314" " 123.461180" "    5" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2402" "General Santos International Airport" "Romblon" "Philippines" "GES" "RPMR" "  6.0580001" " 125.096001" "  505" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2404" "Zamboanga International Airport" "Zamboanga" "Philippines" "ZAM" "RPMZ" "  6.9224200" " 122.059998" "   33" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2405" "Loakan Airport" "Baguio" "Philippines" "BAG" "RPUB" " 16.3750992" " 120.620003" " 4251" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2406" "Daet Airport" "Daet" "Philippines" NA "RPUD" " 14.1292000" " 122.980003" "   10" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2407" "Basa Air Base" "Floridablanca" "Philippines" NA "RPUF" " 14.9864998" " 120.492996" "  151" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2408" "Lingayen Airport" "Lingayen" "Philippines" NA "RPUG" " 16.0347996" " 120.240997" "    7" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2409" "San Jose Airport" "San Jose" "Philippines" "SJI" "RPUH" " 12.3614998" " 121.046997" "   14" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2410" "Fernando Air Base" "Lipa" "Philippines" NA "RPUL" " 13.9549999" " 121.125000" " 1220" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2411" "Mamburao Airport" "Mamburao" "Philippines" NA "RPUM" " 13.2081003" " 120.605003" "   13" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
" 2414" "Vigan Airport" "Vigan" "Philippines" NA "RPUQ" " 17.5552998" " 120.356003" "   16" "  8.00" "N" "airport" "OurAirports" "Asia/Manila"
