CYAB,YAB,,Arctic Bay,Canada,0,0,0000
CYAJ,N/A,,Komakuk,Canada,0,0,0000
CYAL,YAL,,Alert Bay,Canada,0,0,0000
CYAM,YAM,Sault Ste Marie,Sault Sainte Marie,Canada,-84.5094,46.485,0630
CYAV,YAV,Winnipeg St Andrews,Winnipeg,Canada,-97.0325,50.0564,0760
CYAW,YAW,Shearwater,Halifax,Canada,-63.4994,44.6397,0167
CYAY,YAY,St Anthony,St. Anthony,Canada,-56.0844,51.3917,0092
CYAZ,YAZ,Tofino,Tofino,Canada,-125.772,49.0822,0080
CYBA,N/A,,Banff,Canada,0,0,0000
CYBB,YBB,Kugaaruk,Pelly Bay,Canada,-89.8081,68.5344,0056
CYBC,YBC,Baie Comeau,Baie Comeau,Canada,-68.2072,49.1322,0071
CYBG,YBG,Bagotville,Bagotville,Canada,-70.9964,48.3306,0522
CYBK,YBK,Baker Lake,Baker Lake,Canada,-96.0778,64.2989,0059
CYBL,YBL,Campbell River,Campbell River,Canada,-125.271,49.9508,0346
CYBR,YBR,Brandon Muni,Brandon,Canada,-99.9519,49.91,1343
CYBT,YBT,,Brochet,Canada,0,0,0000
CYCA,YRF,,Cartwright,Canada,0,0,0000
CYCB,YCB,Cambridge Bay,Cambridge Bay,Canada,-105.138,69.1081,0090
CYCD,YCD,Nanaimo,Nanaimo,Canada,-123.87,49.0522,0093
CYCG,YCG,Castlegar,Castlegar,Canada,-117.632,49.2964,1624
CYCH,YCH,Miramichi,Chatham,Canada,-65.4492,47.0078,0108
CYCL,YCL,Charlo,Charlo,Canada,-66.3314,47.9906,0132
CYCO,YCO,Kugluktuk,Coppermine,Canada,-115.144,67.8167,0074
CYCS,YCS,,Chesterfield Inlet,Canada,0,0,0000
CYCT,YCT,Coronation,Coronation,Canada,-111.445,52.075,2595
CYCV,YCV,,Montreal,Canada,0,0,0000
CYCW,YCW,Chilliwack,Chilliwack,Canada,-121.939,49.1528,0032
CYCX,N/A,,Camp Gagetown,Canada,0,0,0000
CYCY,YCY,Clyde River,Clyde River,Canada,-68.5167,70.4861,0087
CYCZ,YZS,Fairmont Hot Springs,Coral Harbour,Canada,-115.874,50.3319,2658
CYDA,YDA,Dawson,Dawson,Canada,-139.128,64.0431,1214
CYDB,YDB,Burwash,Burwash,Canada,-139.041,61.3711,2647
CYDC,YDC,Princeton,Princeton,Canada,-120.512,49.4675,2298
CYDF,YDF,Deer Lake,Deer Lake,Canada,-57.3914,49.2108,0072
CYDL,YDL,Dease Lake,Dease Lake,Canada,-130.032,58.4222,2600
CYDN,YDN,Dauphin Barker,Dauphin,Canada,-100.052,51.1008,0998
CYDQ,YDQ,Dawson Creek,Dawson Creek,Canada,-120.182,55.7417,2148
CYDR,N/A,,Broadview,Canada,0,0,0000
CYED,YED,Edmonton Namao,Edmonton,Canada,-113.467,53.6667,0000
CYEG,YEG,Edmonton International,Edmonton,Canada,-113.58,53.3097,2373
CYEK,YEK,Arviat,Eskimo Point,Canada,-94.0708,61.0942,0032
CYEN,YEN,Estevan,Estevan,Canada,-102.966,49.2103,1905
CYEP,N/A,,Estevan Point,Canada,0,0,0000
CYET,YET,Edson,Edson,Canada,-116.465,53.5789,3041
CYEU,YEU,Eureka,Eureka,Canada,-85.8133,79.9947,0256
CYEV,YEV,Inuvik Mike Zubko,Inuvik,Canada,-133.483,68.3042,0224
CYFB,YFB,Iqaluit,Iqaluit,Canada,-68.5558,63.7564,0110
CYFC,YFC,Fredericton,Fredericton,Canada,-66.5317,45.8694,0068
CYFE,N/A,Forestville,Forestville,Canada,-69.0972,48.7461,0029
CYFL,N/A,,Fort Reliance,Canada,0,0,0000
CYFO,YFO,Flin Flon,Flin Flon,Canada,-101.682,54.6781,0997
CYFR,YFR,Fort Resolution,Fort Resolution,Canada,-113.69,61.1808,0526
CYFS,YFS,Fort Simpson,Fort Simpson,Canada,-121.237,61.7603,0555
CYGA,N/A,,Gagnon,Canada,0,0,0000
CYGK,YGK,Kingston,Kingston,Canada,-76.5969,44.2253,0305
CYGL,YGL,La Grande Riviere,La Grande Riviere,Canada,-77.7042,53.6253,0639
CYGP,YGP,Gaspe,Gaspe,Canada,-64.4786,48.7753,0108
CYGQ,YGQ,Geraldton Greenstone Regional,Geraldton,Canada,-86.9394,49.7783,1144
CYGR,YGR,Iles De La Madeleine,Iles De La Madeleine,Canada,-61.7781,47.4247,0034
CYGT,YGT,,Igloolik,Canada,0,0,0000
CYGW,YGW,Kuujjuarapik,Kuujjuararapik,Canada,-77.7667,55.2833,0065
CYGX,YGX,Gillam,Gillam,Canada,-94.7,56.35,0470
CYGY,N/A,,Deception,Canada,0,0,0000
CYGZ,YGZ,,Grise Fiord,Canada,0,0,0000
CYHB,YHB,Hudson Bay,Hudson Bay,Canada,-102.311,52.8167,1175
CYHD,YHD,Dryden Rgnl,Dryden,Canada,-92.7442,49.8317,1354
CYHE,N/A,,Hope,Canada,0,0,0000
CYHI,YHI,Holman,Holman Island,Canada,-117.806,70.7631,0117
CYHK,YHK,Gjoa Haven,Gjoa Haven,Canada,-95.8497,68.6356,0152
CYHM,YHM,Hamilton,Hamilton,Canada,-79.935,43.1731,0780
CYHO,YHO,,Hopedale,Canada,0,0,0000
CYHU,YHU,St Hubert,Montreal,Canada,-73.4169,45.5175,0090
CYHY,YHY,Hay River,Hay River,Canada,-115.783,60.8397,0543
CYHZ,YHZ,Halifax International,Halifax,Canada,-63.5086,44.8808,0477
CYIB,YIB,Atikokan Muni,Atikokan,Canada,-91.6386,48.7739,1408
CYIO,YIO,Pond Inlet,Pond Inlet,Canada,-77.9667,72.6833,0181
CYIV,YIV,,Island Lake,Canada,0,0,0000
CYJA,N/A,,Jasper,Canada,0,0,0000
CYJN,YJN,St Jean,St. Jean,Canada,-73.2811,45.2944,0136
CYJT,YJT,Stephenville,Stephenville,Canada,-58.55,48.5442,0084
CYKA,YKA,Kamloops,Kamloops,Canada,-120.442,50.7022,1133
CYKF,YKF,Waterloo Rgnl,Waterloo,Canada,-80.3844,43.4589,1040
CYKL,YKL,Schefferville,Schefferville,Canada,-66.8053,54.805,1709
CYKY,YKY,Kindersley,Kindersley,Canada,-109.181,51.5175,2277
CYKZ,YKZ,Buttonville Muni,Toronto,Canada,-79.37,43.8622,0650
CYLA,N/A,,Langara,Canada,0,0,0000
CYLC,YLC,,Lake Harbour,Canada,0,0,0000
CYLD,YLD,Chapleau,Chapleau,Canada,-83.3464,47.82,1465
CYLJ,YLJ,Meadow Lake,Meadow Lake,Canada,-108.523,54.1253,1576
CYLL,YLL,Lloydminster,Lloydminster,Canada,-110.072,53.3092,2194
CYLO,N/A,,Shilo,Canada,0,0,0000
CYLT,YLT,Alert,Alert,Canada,-62.2806,82.5178,0100
CYLW,YLW,Kelowna,Kelowna,Canada,-119.378,49.9561,1409
CYLY,N/A,,Lytton,Canada,0,0,0000
CYMA,YMA,Mayo,Mayo,Canada,-135.867,63.6167,1653
CYMD,N/A,,Mould Bay,Canada,0,0,0000
CYMJ,YMJ,Moose Jaw,Moose Jaw,Canada,-105.559,50.3303,1892
CYMM,YMM,Fort Mcmurray,Fort Mcmurray,Canada,-111.222,56.6533,1211
CYMO,YMO,Moosonee,Moosonee,Canada,-80.6078,51.2911,0030
CYMR,N/A,,Merry Island,Canada,0,0,0000
CYMW,YMW,Maniwaki,Maniwaki,Canada,-75.99,46.2744,0659
CYMX,YMX,Montreal International Mirabel,Montreal,Canada,-74.0386,45.6797,0270
CYNA,YNA,Natashquan,Natashquan,Canada,-61.7892,50.1897,0035
CYND,YND,Gatineau,Gatineau,Canada,-75.5642,45.5214,0211
CYNI,N/A,,Nitchequon,Canada,0,0,0000
CYNM,YNM,Matagami,Matagami,Canada,-77.8028,49.7617,0918
CYNY,N/A,,Enderby,Canada,0,0,0000
CYO,N/A,,Wynyard,Canada,0,0,0000
CYOC,YOC,Old Crow,Old Crow,Canada,-139.839,67.5706,0824
CYOD,YOD,Cold Lake,Cold Lake,Canada,-110.279,54.405,1775
CYOJ,YOJ,High Level,High Level,Canada,-117.165,58.6214,1110
CYOW,YOW,Ottawa Macdonald Cartier International,Ottawa,Canada,-75.6692,45.3225,0374
CYPA,YPA,Prince Albert Glass Field,Prince Albert,Canada,-105.673,53.2142,1405
CYPE,YPE,Peace River,Peace River,Canada,-117.447,56.2269,1873
CYPF,N/A,,Esquimalt,Canada,0,0,0000
CYPG,YPG,Southport,Portage-la-prairie,Canada,-98.2747,49.9028,0885
CYPH,YPH,,Inukjuak,Canada,0,0,0000
CYPK,N/A,Pitt Meadows,Pitt Meadows,Canada,-122.71,49.2161,0011
CYPL,YPL,Pickle Lake,Pickle Lake,Canada,-90.2142,51.4464,1267
CYPN,YPN,Port Menier,Port Menier,Canada,-64.2886,49.8364,0167
CYPQ,YPQ,Peterborough,Peterborough,Canada,-78.3633,44.23,0628
CYPR,YPR,Prince Rupert,Prince Pupert,Canada,-130.445,54.2861,0116
CYPY,YPY,Fort Chipewyan,Fort Chipewyan,Canada,-111.117,58.7672,0761
CYQA,YQA,Muskoka,Muskoka,Canada,-79.3033,44.9747,0925
CYQB,YQB,Quebec Jean Lesage International,Quebec,Canada,-71.3975,46.7883,0244
CYQF,YQF,Red Deer Regional,Red Deer Industrial,Canada,-113.893,52.1786,2968
CYQG,YQG,Windsor,Windsor,Canada,-82.9556,42.2756,0622
CYQH,YQH,Watson Lake,Watson Lake,Canada,-128.822,60.1178,2255
CYQK,YQK,Kenora,Kenora,Canada,-94.3631,49.7883,1332
CYQL,YQL,Lethbridge,Lethbridge,Canada,-112.8,49.6303,3047
CYQM,YQM,Greater Moncton International,Moncton,Canada,-64.6786,46.1122,0232
CYQN,N/A,Nakina,Nakina,Canada,-86.6964,50.1828,1057
CYQQ,YQQ,Comox,Comox,Canada,-124.887,49.7108,0084
CYQR,YQR,Regina International,Regina,Canada,-104.666,50.4319,1894
CYQT,YQT,Thunder Bay,Thunder Bay,Canada,-89.3239,48.3719,0653
CYQU,YQU,Grande Prairie,Grande Prairie,Canada,-118.885,55.1797,2195
CYQV,YQV,Yorkton Muni,Yorkton,Canada,-102.462,51.2647,1635
CYQW,YQW,North Battleford,North Battleford,Canada,-108.244,52.7692,1799
CYQX,YQX,Gander International,Gander,Canada,-54.5681,48.9369,0496
CYQY,YQY,Sydney,Sydney,Canada,-60.0478,46.1614,0203
CYQZ,YQZ,Quesnel,Quesnel,Canada,-122.51,53.0261,1789
CYRB,YRB,Resolute Bay,Resolute,Canada,-94.9694,74.7169,0215
CYRI,YRI,Riviere Du Loup,Riviere Du Loup,Canada,-69.5847,47.7644,0427
CYRJ,YRJ,Roberval,Roberval,Canada,-72.2656,48.52,0586
CYRM,YRM,Rocky Mountain House,Rocky Mountain House,Canada,-114.904,52.4297,3242
CYRT,YRT,Rankin Inlet,Rankin Inlet,Canada,-92.1158,62.8114,0094
CYRW,N/A,,Trois Riviere,Canada,0,0,0000
CYSA,N/A,,Sable Island,Canada,0,0,0000
CYSB,YSB,Sudbury,Sudbury,Canada,-80.7989,46.625,1140
CYSC,YSC,Sherbrooke,Sherbrooke,Canada,-71.6906,45.4381,0792
CYSD,N/A,,Suffield,Canada,0,0,0000
CYSF,YSF,,Stony Rapids,Canada,0,0,0000
CYSJ,YSJ,Saint John,St. John,Canada,-65.8903,45.3161,0357
CYSK,YSK,,Sanikiluaq,Canada,0,0,0000
CYSM,YSM,Fort Smith,Fort Smith,Canada,-111.96,60.0222,0673
CYSR,YSR,Nanisivik,Nanisivik,Canada,-84.6136,72.9822,2106
CYSS,N/A,,Slate Island,Canada,0,0,0000
CYSU,YSU,Summerside,Summerside,Canada,-63.8311,46.4428,0056
CYSY,YSY,Sachs Harbour,Sachs Harbour,Canada,-125.243,71.9939,0281
CYTC,N/A,,Ethelda Bay,Canada,0,0,0000
CYTE,YTE,Cape Dorset,Cape Dorset,Canada,-76.5267,64.23,0164
CYTH,YTH,Thompson,Thompson,Canada,-97.8642,55.8011,0729
CYTL,YTL,,Big Trout Lake,Canada,0,0,0000
CYTR,YTR,Trenton,Trenton,Canada,-77.5281,44.1189,0283
CYTS,YTS,Timmins,Timmins,Canada,-81.3767,48.5697,0967
CYTZ,YTZ,City Centre,Toronto,Canada,-79.3961,43.6275,0251
CYUA,N/A,,Shingle Point,Canada,0,0,0000
CYUB,YUB,Tuktoyaktuk,Tuktoyaktuk,Canada,-133.026,69.4333,0015
CYUC,N/A,,Nicholson Peninsular,Canada,0,0,0000
CYUF,YUF,,Pelly Bay,Canada,0,0,0000
CYUH,N/A,,Clinton Point,Canada,0,0,0000
CYUI,N/A,,Cape Young,Canada,0,0,0000
CYUJ,N/A,,Lady Franklin Point,Canada,0,0,0000
CYUK,N/A,,Byron Bay,Canada,0,0,0000
CYUL,YUL,Montreal International Dorval,Montreal,Canada,-73.7414,45.4681,0117
CYUQ,N/A,,Jenny Lind Island,Canada,0,0,0000
CYUR,N/A,,Gladman Point,Canada,0,0,0000
CYUS,N/A,,Shepherd Bay,Canada,0,0,0000
CYUT,YUT,Repulse Bay,Repulse Bay,Canada,-86.2247,66.5214,0080
CYUX,YUX,Hall Beach,Hall Beach,Canada,-81.2436,68.7761,0027
CYUY,YUY,Rouyn Noranda,Rouyn,Canada,-78.8356,48.2061,0988
CYVC,YVC,La Ronge,La Ronge,Canada,-105.262,55.1514,1242
CYVG,YVG,Vermilion,Vermillion,Canada,-110.824,53.3558,2025
CYVM,YVM,Qikiqtarjuaq,Broughton Island,Canada,-64.0314,67.5458,0021
CYVN,N/A,,Cape Dyer,Canada,0,0,0000
CYVO,YVO,Val D Or,Val D'or,Canada,-77.7828,48.0533,1107
CYVP,YVP,Kuujjuaq,Quujjuaq,Canada,-68.4269,58.0961,0129
CYVQ,YVQ,Norman Wells,Norman Wells,Canada,-126.8,65.2825,0241
CYVR,YVR,Vancouver International,Vancouver,Canada,-123.182,49.195,0014
CYVT,YVT,Buffalo Narrows,Buffalo Narrows,Canada,-108.418,55.8419,1444
CYVV,YVV,Wiarton,Wiarton,Canada,-81.1072,44.7458,0729
CYWA,YWA,Petawawa,Petawawa,Canada,-77.3192,45.9522,0427
CYWG,YWG,Winnipeg International,Winnipeg,Canada,-97.2344,49.91,0783
CYWK,YWK,Wabush,Wabush,Canada,-66.8644,52.9219,1808
CYWL,YWL,Williams Lake,Williams Lake,Canada,-122.054,52.1831,3085
CYWO,N/A,,Lupin,Canada,0,0,0000
CYWR,N/A,,White River,Canada,0,0,0000
CYWY,YWY,Wrigley,Wrigley,Canada,-123.437,63.2094,0493
CYXC,YXC,Cranbrook,Cranbrook,Canada,-115.782,49.6103,3082
CYXD,YXD,Edmonton City Centre,Edmonton,Canada,-113.521,53.5725,2200
CYXE,YXE,Saskatoon J G Diefenbaker International,Saskatoon,Canada,-106.7,52.1708,1653
CYXH,YXH,Medicine Hat,Medicine Hat,Canada,-110.721,50.0189,2352
CYXI,N/A,,Killaloe,Canada,0,0,0000
CYXJ,YXJ,Fort St John,Fort Saint John,Canada,-120.74,56.2381,2280
CYXL,YXL,Sioux Lookout,Sioux Lookout,Canada,-91.9042,50.1144,1280
CYXN,YXN,,Whale Cove,Canada,0,0,0000
CYXP,YXP,Pangnirtung,Pangnirtung,Canada,-65.7136,66.145,0075
CYXR,YXR,Timiskaming Rgnl,Earlton,Canada,-79.8489,47.695,0798
CYXS,YXS,Prince George,Prince George,Canada,-122.679,53.8894,2267
CYXT,YXT,Terrace,Terrace,Canada,-128.577,54.4664,0713
CYXU,YXU,London,London,Canada,-81.1539,43.0356,0912
CYXX,YXX,Abbotsford,Abbotsford,Canada,-122.363,49.0253,0190
CYXY,YXY,Whitehorse International,Whitehorse,Canada,-135.068,60.7094,2317
CYYB,YYB,North Bay,North Bay,Canada,-79.4228,46.3636,1215
CYYC,YYC,Calgary International,Calgary,Canada,-114.02,51.1139,3557
CYYD,YYD,Smithers,Smithers,Canada,-127.183,54.8247,1712
CYYE,YYE,Fort Nelson,Fort Nelson,Canada,-122.597,58.8364,1253
CYYF,YYF,Penticton,Penticton,Canada,-119.602,49.4628,1129
CYYG,YYG,Charlottetown,Charlottetown,Canada,-63.1211,46.29,0160
CYYH,YYH,Taloyoak,Spence Bay,Canada,-93.5767,69.5467,0092
CYYJ,YYJ,Victoria International,Victoria,Canada,-123.426,48.6469,0063
CYYL,YYL,Lynn Lake,Lynn Lake,Canada,-101.076,56.8639,1170
CYYN,YYN,Swift Current,Swift Current,Canada,-107.691,50.2919,2680
CYYQ,YYQ,Churchill,Churchill,Canada,-94.065,58.7392,0094
CYYR,YYR,Goose Bay,Goose Bay,Canada,-60.4258,53.3192,0160
CYYT,YYT,St Johns International,St. John's,Canada,-52.7519,47.6186,0461
CYYU,YYU,Kapuskasing,Kapuskasing,Canada,-82.4675,49.4139,0743
CYYW,YYW,Armstrong,Armstrong,Canada,-88.9097,50.2903,1058
CYYY,YYY,Mont Joli,Mont Joli,Canada,-68.2081,48.6086,0172
CYYZ,YYZ,Lester B Pearson International,Toronto,Canada,-79.6306,43.6772,0569
CYZA,N/A,,Ashcroft,Canada,0,0,0000
CYZD,YZD,Downsview,Toronto,Canada,-79.4656,43.7425,0652
CYZE,YZE,Gore Bay Manitoulin,Gore Bay,Canada,-82.5678,45.8853,0635
CYZF,YZF,Yellowknife,Yellowknife,Canada,-114.44,62.4628,0675
CYZH,YZH,Slave Lake,Slave Lake,Canada,-114.778,55.2933,1912
CYZP,YZP,Sandspit,Sandspit,Canada,-131.814,53.2542,0021
CYZR,YZR,Chris Hadfield,Sarnia,Canada,-82.3089,42.9994,0594
CYZT,YZT,Port Hardy,Port Hardy,Canada,-127.367,50.6806,0071
CYZU,YZU,Whitecourt,Whitecourt,Canada,-115.787,54.1439,2567
CYZV,YZV,Sept Iles,Sept-iles,Canada,-66.2656,50.2233,0180
CYZW,YZW,Teslin,Teslin,Canada,-132.743,60.1728,2313
CYZX,YZX,Greenwood,Greenwood,Canada,-64.9169,44.9844,0092
CZFA,ZFA,Faro,Faro,Canada,-133.376,62.2075,2351
CZFM,ZFM,Fort Mcpherson,Fort Mcpherson,Canada,-134.86,67.4078,0142
CZNB,N/A,,North Bay,Canada,0,0,0000
CZUE,N/A,,Cape Parry,Canada,0,0,0000
DAAB,N/A,Blida,Blida,Algeria,2.81417,36.5036,0535
DAAD,N/A,Bou Saada,Bou Saada,Algeria,4.20639,35.3325,1506
DAAE,BJA,Soummam,Bejaja,Algeria,5.06972,36.7119,0020
DAAF,N/A,,Aoulef,Algeria,0,0,0000
DAAG,ALG,Houari Boumediene,Algier,Algeria,3.21528,36.6908,0082
DAAJ,DJG,Tiska,Djanet,Algeria,9.45222,24.2925,3176
DAAK,N/A,Boufarik,Boufarik,Algeria,2.87611,36.5458,0335
DAAM,N/A,Telerghma,Telergma,Algeria,6.36444,36.1086,2484
DAAN,N/A,Reggane,Reggan,Algeria,0.285556,26.71,0955
DAAP,VVZ,Illizi,Illizi,Algeria,8.48361,26.5733,1778
DAAQ,N/A,Ain Oussera,Ain Oussera,Algeria,2.87861,35.5253,2132
DAAS,GSF,Setif Ain Arnat,Setif,Algeria,5.32444,36.1781,3360
DAAT,TMR,Tamanrasset,Tamanrasset,Algeria,5.45083,22.8108,4518
DAAV,GJL,Jijel,Jijel,Algeria,5.87333,36.795,0033
DAAW,N/A,,Bordj Omar Driss,Algeria,0,0,0000
DAAX,N/A,,Cheragas,Algeria,0,0,0000
DAAY,N/A,Mecheria,Mecheria,Algeria,-0.242222,33.5358,3855
DAAZ,N/A,Relizane,Relizane,Algeria,0.626111,35.7522,0282
DABB,AAE,Annaba,Annaba,Algeria,7.80917,36.8222,0016
DABC,CZL,Mohamed Boudiaf International,Constantine,Algeria,6.62389,36.2767,2265
DABP,N/A,,Skikda,Algeria,0,0,0000
DABS,TEE,Cheikh Larbi Tebessi,Tebessa,Algeria,8.12056,35.4314,2661
DABT,N/A,,Batna,Algeria,0,0,0000
DADF,N/A,,Darra-i-soof,Afghanistan,0,0,0000
DAFH,HRM,Hassi R Mel,Tilrempt,Algeria,3.31222,32.9297,2540
DAFI,N/A,,Djelfa,Algeria,0,0,0000
DAOB,TID,Bou Chekif,Tiaret,Algeria,1.46306,35.3411,3245
DAOC,CBH,,Bechar,Algeria,0,0,0000
DAOE,N/A,Bou Sfer,Bou Sfer,Algeria,-0.805278,35.7353,0187
DAOF,TIN,Tindouf,Tindouf,Algeria,-8.16694,27.7003,1453
DAOI,QAS,Ech Cheliff,Ech-cheliff,Algeria,1.33167,36.2125,0463
DAOL,TAF,Tafaraoui,Oran,Algeria,-0.532222,35.5422,0367
DAON,TLM,Zenata,Tlemcen,Algeria,-1.45,35.0167,0814
DAOO,ORN,Es Senia,Oran,Algeria,-0.621111,35.6236,0295
DAOS,N/A,Sidi Bel Abbes,Sidi Bel Abbes,Algeria,-0.593056,35.1717,1614
DAOV,MUW,Ghriss,Ghriss,Algeria,0.146944,35.2075,1686
DASM,N/A,,Samangan,Afghanistan,0,0,0000
DATG,INF,,In Guezzam,Algeria,0,0,0000
DATM,BMW,,Bordj Mokhtar,Algeria,0,0,0000
DAUA,AZR,Touat Cheikh Sidi Mohamed Belkebir,Adrar,Algeria,-0.186389,27.8375,0919
DAUB,BSK,Biskra,Biskra,Algeria,5.73806,34.7931,0289
DAUE,ELG,El Golea,El Golea,Algeria,2.85944,30.5711,1306
DAUG,GHA,Noumerate,Ghardaia,Algeria,3.79389,32.3839,1512
DAUH,HME,Oued Irara,Hassi-messaoud,Algeria,6.14028,31.6728,0463
DAUI,INZ,In Salah,In Salah,Algeria,2.51194,27.2508,0883
DAUK,TGR,Sidi Mahdi,Touggourt,Algeria,6.08861,33.0678,0279
DAUL,LOO,Laghouat,Laghouat,Algeria,2.92722,33.7639,2510
DAUT,TMX,Timimoun,Timimoun,Algeria,0.275833,29.2369,1027
DAUU,OGX,Ouargla,Ouargla,Algeria,5.41278,31.9172,0492
DAUZ,IAM,In Amenas,Zarzaitine,Algeria,9.64278,28.0514,1847
DBBB,COO,Cotonou Cadjehoun,Cotonou,Benin,2.38417,6.35722,0019
DBBC,N/A,,Cana,Benin,0,0,0000
DBBD,N/A,,Djougou,Benin,0,0,0000
DBBK,KDC,,Kandi,Benin,0,0,0000
