# airline	from	to	codeshare	stops	equipment
# Date: 2011-01-20
DL	AZO	DTW	*	0	CRJ SF3
DL	AZO	MSP	*	0	CRJ
DL	BAQ	MIA	*	0	320
DL	BCN	ATL		0	767
DL	BCN	JFK		0	767
DL	BDA	ATL		0	738
DL	BDA	BOS		0	738
DL	BDL	ATL		0	M88 320 319 738
DL	BDL	CUN		0	738
DL	BDL	CVG		0	CRJ
DL	BDL	CVG	*	0	CRJ ERJ
DL	BDL	DCA	*	0	CR7
DL	BDL	DTW		0	ERJ CRJ 73H
DL	BDL	DTW	*	0	CRJ CR7
DL	BDL	FLL		0	M88
DL	BDL	MCO		0	320
DL	BDL	MSP	*	0	E75
DL	BDL	PBI		0	M88
DL	BDL	RDU		0	CRJ
DL	BDL	RDU	*	0	CRJ
DL	BDL	RSW		0	M88
DL	BDL	TPA		0	319
DL	BGI	ATL		0	73W
DL	BGM	DTW	*	0	CRJ
DL	BGR	DTW		0	ERJ
DL	BGR	DTW	*	0	ERJ CRJ
DL	BGR	LGA		0	ERJ
DL	BGR	LGA	*	0	ERJ
DL	BHM	ATL		0	M88 73H
DL	BHM	ATL	*	0	CRJ
DL	BHM	DTW	*	0	CRJ
DL	BHM	LGA	*	0	CR9 CR7
DL	BHM	MEM	*	0	CRJ
DL	BHM	MSP	*	0	E75
DL	BIL	MSP	*	0	E75
DL	BIL	SLC	*	0	CRJ CR7
DL	BIS	MSP	*	0	CRJ E75
DL	BIS	SLC	*	0	CRJ
DL	BJI	MSP	*	0	CRJ SF3
DL	BJX	LAX		0	EMJ
DL	BKK	NRT		0	333
DL	BMI	ATL	*	0	CRJ CR7 CR9
DL	BMI	DTW	*	0	CRJ
DL	BMI	MSP	*	0	CRJ
DL	BNA	ATL		0	M88 73W 319 D95
DL	BNA	ATL	*	0	CRJ CR9
DL	BNA	CUN		0	M88
DL	BNA	CVG		0	CRJ
DL	BNA	CVG	*	0	CRJ
DL	BNA	DTW		0	M88 D95 CRJ
DL	BNA	DTW	*	0	E75 CR7 CRJ
DL	BNA	LGA	*	0	E75 CR7
DL	BNA	MEM	*	0	CRJ
DL	BNA	MSP	*	0	CRJ E75
DL	BNA	SLC	*	0	CR9
DL	BOG	ATL		0	757
DL	BOG	FLL	*	0	320
DL	BOG	IAD	*	0	319
DL	BOG	JFK		0	73W
DL	BOG	JFK	*	0	319 763 330 762
DL	BOG	LAX	*	0	762
DL	BOG	MIA	*	0	762 320 763
DL	BOI	MSP		0	CR7
DL	BOI	MSP	*	0	CR9
DL	BOI	PDX	*	0	CR7 DH4
DL	BOM	AMS		0	332
DL	BON	ATL		0	757
DL	BOS	AMS		0	333
DL	BOS	ATL		0	757 M88 320 738 319
DL	BOS	BDA		0	738
DL	BOS	CDG	*	0	343
DL	BOS	CMH		0	ERJ
DL	BOS	CMH	*	0	ERJ E75
DL	BOS	CUN		0	757
DL	BOS	CVG		0	CR9 CR7
DL	BOS	CVG	*	0	CR9
DL	BOS	DCA	*	0	CR7 CR9
DL	BOS	DTW		0	D95 319 738
DL	BOS	DTW	*	0	CR7
DL	BOS	FCO		0	332
DL	BOS	IND	*	0	E75
DL	BOS	JFK	*	0	CR9
DL	BOS	LGA		0	319
DL	BOS	LGA	*	0	E75
DL	BOS	MCO		0	M88
DL	BOS	MEM	*	0	E75 CR9
DL	BOS	MSP		0	738 320 319
DL	BOS	MSP	*	0	CR9
DL	BOS	PDX		0	73H
DL	BOS	RDU	*	0	CRJ
DL	BOS	SLC		0	73H
DL	BQK	ATL	*	0	CRJ
DL	BRD	MSP	*	0	SF3
DL	BRU	ATL		0	767
DL	BRU	JFK		0	752
DL	BSB	ATL		0	752
DL	BTM	SLC	*	0	CRJ
DL	BTR	ATL	*	0	CR7 CRJ
DL	BTR	MEM	*	0	CRJ
DL	BTV	DTW		0	ERJ
DL	BTV	DTW	*	0	CRJ
DL	BTV	JFK		0	ERJ
DL	BTV	JFK	*	0	CRJ
DL	BUF	ATL		0	M88 319
DL	BUF	DTW		0	ERJ
DL	BUF	DTW	*	0	CRJ
DL	BUF	JFK		0	CR9
DL	BUF	JFK	*	0	CR7 CRJ CR9
DL	BUF	MSP	*	0	CR9
DL	BUR	PDX	*	0	CR7
DL	BUR	SLC	*	0	CRJ CR7
DL	BWI	ATL		0	757 M88 738
DL	BWI	CVG		0	ERJ CR9
DL	BWI	DTW		0	D95 73H 738
DL	BWI	JFK		0	ERJ
DL	BWI	MEM		0	319
DL	BWI	MEM	*	0	CR9 CR7
DL	BWI	MSP		0	M90 319 320
DL	BWI	MSP	*	0	E75
DL	BWI	SLC		0	757 73H
DL	BZE	ATL		0	M88
DL	BZE	ATL	*	0	CR9
DL	BZN	ATL		0	738
DL	BZN	MSP		0	320
DL	BZN	MSP	*	0	E75
DL	BZN	SLC	*	0	CRJ
DL	CAE	ATL	*	0	CRJ CR7
DL	CAE	DTW	*	0	CRJ
DL	CAE	LGA		0	ERJ
DL	CAI	JFK		0	767
DL	CAK	ATL	*	0	CRJ
DL	CAK	DTW	*	0	CRJ
DL	CAN	LAX	*	0	772
DL	CCS	ATL		0	738
DL	CDC	SLC	*	0	EM2
DL	CDG	ATL		0	772 333 767
DL	CDG	BOS	*	0	343
DL	CDG	CVG		0	767
DL	CDG	DTW	*	0	332 343
DL	CDG	EWR	*	0	332
DL	CDG	IAD	*	0	772
DL	CDG	IAH	*	0	772
DL	CDG	JFK	*	0	772 388 77W
DL	CDG	LAX		0	77W
DL	CDG	LAX	*	0	772 77W
DL	CDG	MIA	*	0	744
DL	CDG	MSP		0	767
DL	CDG	ORD	*	0	332
DL	CDG	PHL		0	752
DL	CDG	PIT		0	752
DL	CDG	SEA	*	0	332
DL	CDG	SFO	*	0	343 332
DL	CDG	SLC		0	767
DL	CDG	YUL	*	0	77W 744 772
DL	CDG	YYZ	*	0	343 332
DL	CHA	ATL		0	CRJ
DL	CHA	ATL	*	0	CRJ
DL	CHA	DTW		0	CRJ
DL	CHO	ATL	*	0	CRJ
DL	CHS	ATL		0	M88 D95 73W
DL	CHS	ATL	*	0	CR9
DL	CHS	DTW		0	ERJ
DL	CHS	DTW	*	0	CRJ
DL	CHS	LGA		0	ERJ
DL	CHS	LGA	*	0	CR7 ERJ E75
DL	CID	DTW	*	0	CRJ
DL	CID	MSP	*	0	CRJ
DL	CIU	DTW	*	0	SF3
DL	CLE	ATL		0	M88
DL	CLE	ATL	*	0	CRJ CR9
DL	CLE	DTW	*	0	CRJ
DL	CLE	JFK		0	ERJ
DL	CLE	JFK	*	0	CRJ
DL	CLE	MEM	*	0	CRJ
DL	CLE	MSP	*	0	CRJ
DL	CLO	MIA	*	0	320
DL	CLT	ATL		0	M88 738 73W
DL	CLT	CVG		0	ERJ
DL	CLT	CVG	*	0	CRJ
DL	CLT	DTW		0	D95 M88 73W
DL	CLT	DTW	*	0	CR7 E75
DL	CLT	JFK		0	ERJ
DL	CLT	JFK	*	0	CRJ ERJ
DL	CLT	MEM		0	320 319
DL	CLT	MEM	*	0	CR7 CR9 CRJ
DL	CLT	MSP		0	320 319
DL	CLT	MSP	*	0	E75
DL	CMH	ATL		0	M88 738 320 319
DL	CMH	ATL	*	0	CR7 CR9
DL	CMH	BOS		0	ERJ
DL	CMH	BOS	*	0	ERJ E75
DL	CMH	DCA		0	CRJ
DL	CMH	DCA	*	0	CRJ
DL	CMH	DTW		0	ERJ
DL	CMH	DTW	*	0	CR9 ERJ E75
DL	CMH	JFK		0	ERJ
DL	CMH	JFK	*	0	CRJ
DL	CMH	LAX		0	738
DL	CMH	LGA		0	CR7
DL	CMH	LGA	*	0	ERJ E75
DL	CMH	MEM		0	ERJ
DL	CMH	MEM	*	0	CRJ
DL	CMH	MSP	*	0	E75 CRJ CR9
DL	CMH	RDU	*	0	ERJ
DL	CMN	JFK	*	0	763
DL	COD	SLC	*	0	EM2
DL	COS	ATL		0	M88
DL	COS	MSP	*	0	CRJ
DL	COS	SLC	*	0	CRJ
DL	COU	MEM	*	0	CRJ
DL	CPH	JFK		0	752
DL	CPR	SLC	*	0	CRJ
DL	CRW	ATL	*	0	CRJ
DL	CRW	DTW	*	0	CRJ
DL	CSG	ATL	*	0	CRJ
DL	CTG	MIA	*	0	320
DL	CUL	HMO	*	0	ERJ
DL	CUN	ATL		0	M88 757
DL	CUN	BDL		0	738
DL	CUN	BNA		0	M88
DL	CUN	BOS		0	757
DL	CUN	CVG		0	M88
DL	CUN	DTW		0	738
DL	CUN	IAD		0	320
DL	CUN	IND		0	320
DL	CUN	LAX		0	738
DL	CUN	MCO		0	M88
DL	CUN	MEM		0	320
DL	CUN	MKE		0	320
DL	CUN	MSP		0	320
DL	CUN	RDU		0	M88
DL	CUN	SLC		0	738
DL	CVG	ATL		0	M88 319 320 73H CR7 CR9
DL	CVG	ATL	*	0	CR7
DL	CVG	BDL	*	0	CRJ
DL	CVG	BNA		0	CRJ
DL	CVG	BNA	*	0	CRJ
DL	CVG	BOS		0	CR9 CR7 M88
DL	CVG	BOS	*	0	CR9
DL	CVG	BWI		0	ERJ
DL	CVG	BWI	*	0	ERJ CR7
DL	CVG	CDG		0	767
DL	CVG	CLT		0	ERJ
DL	CVG	CLT	*	0	CRJ
DL	CVG	CUN		0	M88
DL	CVG	DCA		0	CR7
DL	CVG	DCA	*	0	CRJ CR7
DL	CVG	DEN		0	320
DL	CVG	DEN	*	0	CR9
DL	CVG	DFW		0	CR9
DL	CVG	DFW	*	0	CR9
DL	CVG	DTW	*	0	CR9 CR7
DL	CVG	EVV		0	ERJ CRJ
DL	CVG	EVV	*	0	CRJ
DL	CVG	EWR		0	CRJ
DL	CVG	EWR	*	0	CR7 CRJ ERJ CR9
DL	CVG	FLL		0	320 M88
DL	CVG	FWA	*	0	CRJ
DL	CVG	GRR		0	CRJ ERJ
DL	CVG	GRR	*	0	CRJ
DL	CVG	GSO	*	0	CRJ
DL	CVG	GSP	*	0	CRJ
DL	CVG	HTS		0	CRJ
DL	CVG	HTS	*	0	CRJ
DL	CVG	IAD	*	0	CRJ
DL	CVG	IAH	*	0	CR9
DL	CVG	JAX		0	CRJ
DL	CVG	JAX	*	0	CRJ
DL	CVG	JFK		0	M88
DL	CVG	LAS		0	320
DL	CVG	LAX		0	738 320
DL	CVG	LGA		0	CR9 73H 320 738 CR7
DL	CVG	LGA	*	0	CR7 CR9
DL	CVG	MCI	*	0	CRJ CR7
DL	CVG	MCO		0	M88
DL	CVG	MDT	*	0	CRJ
DL	CVG	MEM	*	0	CRJ CR9
DL	CVG	MIA		0	738
DL	CVG	MKE		0	CRJ ERJ
DL	CVG	MKE	*	0	CR7 CRJ
DL	CVG	MSN	*	0	ERJ
DL	CVG	MSP		0	CR9
DL	CVG	MSP	*	0	CRJ E75
DL	CVG	MSY	*	0	CRJ
DL	CVG	OMA	*	0	CRJ
DL	CVG	ORD		0	CRJ CR9 CR7
DL	CVG	ORD	*	0	CRJ CR9
DL	CVG	ORF	*	0	CRJ
DL	CVG	PHL		0	CRJ
DL	CVG	PHL	*	0	CRJ CR9 CR7
DL	CVG	PHX		0	738
DL	CVG	PIT		0	CRJ
DL	CVG	PIT	*	0	ERJ CRJ CR9
DL	CVG	PUJ		0	320
DL	CVG	RDU		0	CRJ
DL	CVG	RDU	*	0	CRJ
DL	CVG	RIC		0	ERJ
DL	CVG	RIC	*	0	CRJ
DL	CVG	RSW		0	M88 320
DL	CVG	SBN		0	CRJ
DL	CVG	SBN	*	0	CRJ
DL	CVG	SDF		0	ERJ
DL	CVG	SDF	*	0	ERJ
DL	CVG	SEA		0	320
DL	CVG	SFO		0	320
DL	CVG	SLC		0	320 738 73H
DL	CVG	STL		0	CRJ
DL	CVG	STL	*	0	CR9 CR7 CRJ
DL	CVG	SYR		0	ERJ CRJ
DL	CVG	TPA		0	320
DL	CVG	TYS		0	CRJ
DL	CVG	TYS	*	0	CRJ
DL	CVG	XNA	*	0	CRJ
DL	CVG	YUL	*	0	CRJ
DL	CVG	YYZ	*	0	CRJ
DL	CWA	DTW	*	0	SF3
DL	CWA	MSP	*	0	CRJ SF3
DL	CZM	ATL		0	M88
DL	CZM	ATL	*	0	CR9
DL	CZM	MSP		0	320
DL	DAB	ATL		0	M88 D95 319
DL	DAL	MEM	*	0	CRJ
DL	DAY	ATL		0	M88 320
DL	DAY	ATL	*	0	CR9
DL	DAY	DTW	*	0	CRJ
DL	DAY	MSP	*	0	CRJ
DL	DCA	ATL		0	320 M88 319 757 73H 73W
DL	DCA	BDL	*	0	CR7
DL	DCA	BOS	*	0	CR7 CR9
DL	DCA	CMH		0	CRJ
DL	DCA	CMH	*	0	CRJ
DL	DCA	CVG	*	0	CR7 CRJ
DL	DCA	DSM	*	0	CR9
DL	DCA	DTW		0	319 D95 320
DL	DCA	DTW	*	0	CRJ CR7 E75
DL	DCA	GRR	*	0	CRJ
DL	DCA	IND		0	CRJ
DL	DCA	IND	*	0	CRJ
DL	DCA	JAN	*	0	CR7
DL	DCA	JAX		0	CRJ
DL	DCA	JAX	*	0	CRJ
DL	DCA	JFK	*	0	CR7 CR9 CRJ
DL	DCA	LAX	*	0	73H
DL	DCA	LEX	*	0	CRJ
DL	DCA	LGA	*	0	E75
DL	DCA	MCO		0	M88
DL	DCA	MEM		0	320 319
DL	DCA	MEM	*	0	CR7 CR9
DL	DCA	MIA		0	319
DL	DCA	MSN	*	0	CR7
DL	DCA	MSP		0	319 M88 738
DL	DCA	SLC		0	757
DL	DCA	STL	*	0	CR7 E75
DL	DCA	TPA		0	319
DL	DEN	ATL		0	757 320 M88 738
DL	DEN	CVG		0	320
DL	DEN	CVG	*	0	CR9
DL	DEN	DTW		0	73H 320
DL	DEN	JFK		0	73H
DL	DEN	MEM	*	0	CR9 CR7
DL	DEN	MSP		0	738 319 M90 757 M88
DL	DEN	SLC	*	0	CR9
DL	DFW	AMS	*	0	332
DL	DFW	ATL		0	757 M88 738 73H
DL	DFW	CVG	*	0	CR9
DL	DFW	DTW	*	0	CR7 CR9 E75
DL	DFW	ICN	*	0	744
DL	DFW	JFK	*	0	CR9
DL	DFW	MEM		0	CR9
DL	DFW	MEM	*	0	CR9
DL	DFW	MSP		0	319
DL	DFW	MSP	*	0	E75 CR9
DL	DFW	SLC	*	0	CR9
DL	DHN	ATL	*	0	CRJ
DL	DKR	ATL		0	332
DL	DKR	JFK		0	752
DL	DLH	DTW	*	0	CRJ
DL	DLH	MSP	*	0	CRJ
DL	DSM	ATL	*	0	CR9 CR7 CRJ
DL	DSM	DCA	*	0	CR9
DL	DSM	DTW	*	0	CRJ
DL	DSM	MEM	*	0	CRJ
DL	DSM	MSP	*	0	CR9 CRJ
DL	DTW	ABE	*	0	CRJ
DL	DTW	ALB	*	0	CRJ CR9 CR7
DL	DTW	AMS		0	333 332
DL	DTW	APN	*	0	SF3
DL	DTW	ATL		0	738 M88 73H 757 D95 753 777
DL	DTW	ATW		0	CRJ
DL	DTW	ATW	*	0	CRJ
DL	DTW	AUS	*	0	CR9 CR7 E75
DL	DTW	AVL	*	0	CRJ
DL	DTW	AVP	*	0	CRJ
DL	DTW	AZO		0	CRJ
DL	DTW	AZO	*	0	SF3 CRJ
DL	DTW	BDL		0	CRJ 73H
DL	DTW	BDL	*	0	CRJ ERJ CR7
DL	DTW	BGM	*	0	CRJ
DL	DTW	BGR		0	ERJ
DL	DTW	BGR	*	0	CRJ
DL	DTW	BHM	*	0	CRJ
DL	DTW	BMI	*	0	CRJ
DL	DTW	BNA		0	D95 319
DL	DTW	BNA	*	0	E75 CR7 CRJ
DL	DTW	BOS		0	D95 320
DL	DTW	BOS	*	0	CR9 CR7
DL	DTW	BTV	*	0	CRJ ERJ
DL	DTW	BUF	*	0	CRJ
DL	DTW	BWI		0	73H D95 738 764
DL	DTW	CAE	*	0	CRJ
DL	DTW	CAK	*	0	CRJ
DL	DTW	CDG		0	332 343
DL	DTW	CHA		0	CRJ
DL	DTW	CHS		0	ERJ
DL	DTW	CHS	*	0	CRJ
DL	DTW	CID	*	0	CRJ
DL	DTW	CIU	*	0	SF3
DL	DTW	CLE	*	0	CRJ
DL	DTW	CLT		0	D95 738
DL	DTW	CLT	*	0	CR7 E75
DL	DTW	CMH	*	0	CRJ E75
DL	DTW	CRW	*	0	CRJ
DL	DTW	CUN		0	738
DL	DTW	CVG	*	0	CR9 CR7 E75
DL	DTW	CWA	*	0	SF3
DL	DTW	DAY		0	CRJ
DL	DTW	DAY	*	0	CRJ
DL	DTW	DCA		0	319 D95
DL	DTW	DCA	*	0	CR7 E75
DL	DTW	DEN		0	73H 320 738
DL	DTW	DFW	*	0	E75 CR9
DL	DTW	DLH	*	0	CRJ
DL	DTW	DSM	*	0	CRJ CR9
DL	DTW	ELM	*	0	CRJ CR7
DL	DTW	ERI	*	0	CRJ
DL	DTW	ESC	*	0	SF3
DL	DTW	EVV	*	0	CRJ ERJ
DL	DTW	EWR		0	319 D95
DL	DTW	EWR	*	0	CR7 CR9 CRJ
DL	DTW	FLL		0	757 M88
DL	DTW	FNT	*	0	CRJ
DL	DTW	FRA		0	767
DL	DTW	FSD	*	0	CRJ
DL	DTW	FWA		0	CRJ
DL	DTW	FWA	*	0	CRJ
DL	DTW	GCM		0	73H
DL	DTW	GRB		0	319
DL	DTW	GRB	*	0	CRJ
DL	DTW	GRR		0	CRJ D95 ERJ
DL	DTW	GRR	*	0	CRJ CR7
DL	DTW	GRU		0	767
DL	DTW	GSO		0	CRJ
DL	DTW	GSO	*	0	CRJ
DL	DTW	GSP	*	0	CRJ
DL	DTW	HKG		0	77L
DL	DTW	HPN		0	CRJ
DL	DTW	HPN	*	0	CRJ
DL	DTW	HSV	*	0	CRJ
DL	DTW	IAD		0	CRJ ERJ
DL	DTW	IAD	*	0	CRJ
DL	DTW	IAH	*	0	CR7 CR9
DL	DTW	ICN		0	777
DL	DTW	IND		0	D95 320 M88
DL	DTW	IND	*	0	CRJ
DL	DTW	ITH	*	0	CRJ
DL	DTW	JAN	*	0	CR7
DL	DTW	JAX	*	0	CR7
DL	DTW	JFK		0	D95 73W M88
DL	DTW	JFK	*	0	CR9
DL	DTW	LAN		0	CRJ
DL	DTW	LAN	*	0	CRJ
DL	DTW	LAS		0	757 320
DL	DTW	LAX		0	757 73H 77L
DL	DTW	LEX		0	CRJ
DL	DTW	LEX	*	0	CRJ
DL	DTW	LGA		0	319 73H M88 777
DL	DTW	LHR		0	764 767
DL	DTW	LIT	*	0	CRJ
DL	DTW	LSE	*	0	CRJ
DL	DTW	MBJ		0	73H
DL	DTW	MBS		0	CRJ
DL	DTW	MBS	*	0	CRJ
DL	DTW	MCI		0	D95
DL	DTW	MCI	*	0	CR7 CRJ E75
DL	DTW	MCO		0	753 757
DL	DTW	MDT		0	CRJ
DL	DTW	MDT	*	0	CRJ
DL	DTW	MDW		0	CRJ
DL	DTW	MDW	*	0	CRJ
DL	DTW	MEM		0	320 D95 M88 319
DL	DTW	MEX		0	319
DL	DTW	MHT	*	0	CR7 CRJ
DL	DTW	MIA		0	320 M90
DL	DTW	MKE		0	M88 D95
DL	DTW	MKE	*	0	CRJ CR9
DL	DTW	MLI	*	0	CRJ
DL	DTW	MQT	*	0	CRJ
DL	DTW	MSN		0	D95
DL	DTW	MSN	*	0	CRJ E75
DL	DTW	MSP		0	753 320 D95 319 M90 757
DL	DTW	MSP	*	0	E75
DL	DTW	MTY	*	0	CR9
DL	DTW	NAS		0	320
DL	DTW	NGO		0	744
DL	DTW	NRT		0	744
DL	DTW	OKC	*	0	CR7
DL	DTW	OMA	*	0	CRJ CR7
DL	DTW	ORD		0	D95 319 320 73H CRJ
DL	DTW	ORD	*	0	E75 CRJ
DL	DTW	ORF		0	ERJ
DL	DTW	ORF	*	0	CRJ CR7
DL	DTW	PBI		0	320 73H 319
DL	DTW	PHL		0	D95 738 319 320 CRJ M90
DL	DTW	PHL	*	0	CRJ CR9
DL	DTW	PHX		0	757 738 319 73H
DL	DTW	PIA	*	0	CRJ
DL	DTW	PIT		0	CR7
DL	DTW	PIT	*	0	CRJ CR7
DL	DTW	PLN	*	0	SF3 CRJ
DL	DTW	PUJ		0	320
DL	DTW	PVD	*	0	E75 CRJ
DL	DTW	PVG		0	777
DL	DTW	PVR		0	757
DL	DTW	PWM	*	0	CRJ
DL	DTW	RDU		0	D95 73H 738 M88
DL	DTW	RDU	*	0	CRJ CR9
DL	DTW	RIC		0	CRJ ERJ
DL	DTW	RIC	*	0	CRJ
DL	DTW	ROA	*	0	CRJ
DL	DTW	ROC	*	0	CRJ
DL	DTW	RST	*	0	CRJ
DL	DTW	RSW		0	757
DL	DTW	SAN		0	73H
DL	DTW	SAT		0	319
DL	DTW	SAT	*	0	E75 CR9
DL	DTW	SAV	*	0	CRJ
DL	DTW	SBN		0	CRJ
DL	DTW	SBN	*	0	CRJ
DL	DTW	SCE	*	0	CRJ
DL	DTW	SDF		0	ERJ
DL	DTW	SDF	*	0	CRJ E75 ERJ
DL	DTW	SEA		0	320 73H 738 319
DL	DTW	SFO		0	738 73H 320
DL	DTW	SJD		0	320
DL	DTW	SJU		0	320
DL	DTW	SLC		0	757 320 738 319
DL	DTW	STL		0	320 D95
DL	DTW	STL	*	0	CR9 E75 CRJ
DL	DTW	SWF	*	0	CRJ
DL	DTW	SYR		0	CRJ
DL	DTW	SYR	*	0	CRJ
DL	DTW	TPA		0	757 M88 320 73W
DL	DTW	TRI	*	0	CRJ
DL	DTW	TUL	*	0	CR7
DL	DTW	TVC	*	0	CRJ
DL	DTW	TYS		0	CRJ
DL	DTW	TYS	*	0	CRJ
DL	DTW	XNA		0	CRJ
DL	DTW	XNA	*	0	CRJ
DL	DTW	YOW	*	0	CRJ
DL	DTW	YQB	*	0	CRJ
DL	DTW	YUL		0	CRJ
DL	DTW	YUL	*	0	CRJ
DL	DTW	YYZ		0	CRJ
DL	DTW	YYZ	*	0	CRJ E75 CR7
DL	DUB	ATL		0	767
DL	DUB	JFK		0	752
DL	DUS	ATL		0	767
DL	DVL	JMS	*	0	SF3
DL	DVL	MSP	*	0	SF3
DL	DXB	ATL		0	77L 777
DL	ECP	ATL		0	M88
DL	ECP	ATL	*	0	CRJ
DL	ECP	MEM	*	0	CRJ
DL	EGE	ATL		0	757
DL	EKO	SLC	*	0	EM2
DL	ELM	DTW	*	0	CR7 CRJ
DL	ELP	ATL		0	M88
DL	ELP	ATL	*	0	CR9
DL	ERI	DTW	*	0	CRJ
DL	ESC	DTW	*	0	SF3
DL	ESC	IMT	*	0	SF3
DL	EUG	PDX	*	0	DH4 CR7
DL	EUG	SLC	*	0	CRJ
DL	EVV	ATL	*	0	CRJ
DL	EVV	CVG		0	ERJ
DL	EVV	CVG	*	0	ERJ
DL	EVV	DTW	*	0	CRJ
DL	EWN	ATL	*	0	CRJ
DL	EWR	AMS		0	332
DL	EWR	ATL		0	M88 D95 319 320
DL	EWR	CDG	*	0	332
DL	EWR	CVG	*	0	CRJ CR7
DL	EWR	DTW		0	319
DL	EWR	DTW	*	0	CR9 CR7 ERJ
DL	EWR	FCO		0	332
DL	EWR	MEM	*	0	CR9 CR7
DL	EWR	MSP		0	319
DL	EWR	MSP	*	0	E75 CR9
DL	EWR	SLC		0	738 73H
DL	EYW	ATL		0	73W 319
DL	EYW	ATL	*	0	CR7
DL	EZE	ATL		0	764
DL	FAR	MSP		0	319 D95
DL	FAR	MSP	*	0	E75 CRJ
DL	FAR	SLC	*	0	CR7
DL	FAT	PDX	*	0	CR7
DL	FAT	SLC	*	0	CRJ
DL	FAY	ATL	*	0	CRJ
DL	FCA	MSP	*	0	CR7
DL	FCA	SLC	*	0	CRJ
DL	FCO	ATL		0	767
DL	FCO	BOS	*	0	332
DL	FCO	EWR		0	332
DL	FCO	JFK		0	330 332 764 767
DL	FCO	LAX	*	0	772
DL	FCO	MIA		0	764
DL	FCO	ORD	*	0	764
DL	FCO	YYZ	*	0	764 332
DL	FLL	ATL		0	757 320 M88 738
DL	FLL	BDL		0	M88
DL	FLL	BOG	*	0	320
DL	FLL	CVG		0	320
DL	FLL	DTW		0	757 M88
DL	FLL	JFK		0	M88 320
DL	FLL	LAX		0	738
DL	FLL	LGA		0	M88 319 320
DL	FLL	MEM		0	320
DL	FLL	MSP		0	738
DL	FLL	TLH	*	0	CRJ
DL	FNT	ATL		0	D95
DL	FNT	ATL	*	0	CR7 CR9
DL	FNT	DTW	*	0	CRJ
DL	FNT	MSP	*	0	CRJ
DL	FOD	MSP	*	0	SF3
DL	FPO	ATL		0	M88
DL	FRA	ATL		0	764
DL	FRA	DTW		0	767
DL	FRA	JFK		0	767
DL	FSD	DTW	*	0	CRJ
DL	FSD	MSP	*	0	CR9 CRJ
DL	FSM	MEM	*	0	CRJ
DL	FWA	ATL	*	0	CRJ
DL	FWA	CVG	*	0	CRJ
DL	FWA	DTW		0	CRJ
DL	FWA	DTW	*	0	CRJ
DL	GCC	RKS	*	0	EM2
DL	GCC	SLC	*	0	EM2
DL	GCM	ATL		0	M88
DL	GCM	DTW		0	73H
DL	GCM	JFK		0	738
DL	GCM	MSP		0	320
DL	GDL	ATL		0	738 M88
DL	GDL	LAX		0	737 738
DL	GDL	ORD		0	737
DL	GDL	SLC	*	0	CR9
DL	GEG	MSP		0	319 320
DL	GEG	PDX	*	0	DH4 CR7
DL	GEG	SEA	*	0	DH4
DL	GEG	SLC		0	320
DL	GEG	SLC	*	0	CR7 CRJ
DL	GEO	JFK		0	757
DL	GFK	MSP	*	0	CRJ
DL	GGT	ATL	*	0	CR7
DL	GIG	ATL		0	764
DL	GJT	SLC	*	0	CRJ
DL	GLH	MEM	*	0	SF3
DL	GND	JFK		0	73H
DL	GNV	ATL	*	0	CRJ
DL	GPT	ATL		0	M88
DL	GPT	ATL	*	0	CRJ CR9 CR7
DL	GPT	MEM	*	0	CRJ
DL	GRB	DTW	*	0	CRJ
DL	GRB	MSP		0	319 320
DL	GRB	MSP	*	0	CRJ E75
DL	GRK	ATL	*	0	CR7
DL	GRR	ATL	*	0	CR9 CR7
DL	GRR	CVG		0	CRJ ERJ
DL	GRR	CVG	*	0	ERJ CRJ
DL	GRR	DCA	*	0	CRJ
DL	GRR	DTW		0	D95
DL	GRR	DTW	*	0	CRJ CR7
DL	GRR	LGA		0	CR9
DL	GRR	LGA	*	0	CR9
DL	GRR	MCO	*	0	CR9
DL	GRR	MEM	*	0	CRJ
DL	GRR	MSP		0	D95 M90
DL	GRR	MSP	*	0	CRJ
DL	GRU	ATL		0	764
DL	GRU	DTW		0	767
DL	GRU	JFK		0	767
DL	GSO	ATL		0	CRJ CR7 M88
DL	GSO	ATL	*	0	CRJ CR7 CR9
DL	GSO	CVG	*	0	CRJ
DL	GSO	DTW	*	0	CRJ
DL	GSP	ATL	*	0	CR9 CRJ
DL	GSP	CVG	*	0	CRJ
DL	GSP	DTW		0	CRJ
DL	GSP	DTW	*	0	CRJ
DL	GSP	LGA		0	ERJ
DL	GTF	MSP	*	0	E75
DL	GTF	SLC	*	0	CRJ
DL	GTR	ATL	*	0	CRJ SF3
DL	GTR	MEM	*	0	CRJ SF3
DL	GUA	ATL		0	757
DL	GUA	LAX		0	757
DL	GUM	KIX		0	757
DL	GUM	NGO		0	757
DL	GUM	NRT		0	767 757
DL	GYE	ATL		0	738
DL	HDN	ATL		0	73H
DL	HDN	MSP	*	0	E75
DL	HIB	MSP	*	0	SF3
DL	HIB	TVF	*	0	SF3
DL	HKG	DTW		0	77L
DL	HKG	NRT		0	744
DL	HLN	MSP	*	0	CR9
DL	HLN	SLC	*	0	CRJ
DL	HMO	LAX	*	0	ERJ
DL	HMO	PHX		0	ERJ
DL	HNL	ATL		0	333
DL	HNL	ICN	*	0	744 772
DL	HNL	KIX		0	333
DL	HNL	LAX		0	753
DL	HNL	MSP		0	333
